id,months_age,sex,time,hour,minutes,minutes_prop,time2,dur_min,Sleep,meaningful_min,distant_min,tv_min,noise_min,silence_min,AWC,CTC,CVC,cds_ohs,mom_ed
5623,18,F,19.3,19,30,0.5,19.5,4.97,0,0.47,4.25,0.02,0.03,0.15,75,0,3,1,10
5623,18,F,19.35,19,35,0.583333333,19.58333333,5,0,0.35,4.55,0,0,0.07,43,2,4,1,10
5623,18,F,19.4,19,40,0.666666667,19.66666667,5,0,0.58,4.32,0,0,0.08,119,1,6,1,10
5623,18,F,19.45,19,45,0.75,19.75,5,0,0.32,2.88,0,0,1.78,21,0,5,1,10
5623,18,F,19.5,19,50,0.833333333,19.83333333,5,0,1.27,3.35,0.02,0.08,0.25,281,5,10,0,10
5623,18,F,19.55,19,55,0.916666667,19.91666667,5,0,0.47,4.03,0,0.02,0.45,66,1,7,0,10
5623,18,F,20,20,0,0,20,5,0,0.4,4.23,0.05,0.05,0.22,8,0,6,0,10
5623,18,F,20.05,20,5,0.083333333,20.08333333,5,0,0.5,3.4,0,0.02,1.07,19,0,9,1,10
5623,18,F,20.1,20,10,0.166666667,20.16666667,5,0,0.5,3.83,0,0.08,0.55,71,4,6,1,10
5623,18,F,20.15,20,15,0.25,20.25,5,0,0.73,3.38,0.02,0,0.85,74,3,11,1,10
5623,18,F,20.2,20,20,0.333333333,20.33333333,5,0,0.63,3.92,0,0.07,0.35,57,2,7,1,10
5623,18,F,20.25,20,25,0.416666667,20.41666667,5,0,0.7,3.55,0,0.07,0.63,63,2,8,1,10
5623,18,F,20.3,20,30,0.5,20.5,5,0,0.78,4.05,0,0,0.12,111,0,1,1,10
5623,18,F,20.35,20,35,0.583333333,20.58333333,5,0,0.93,4.05,0,0,0,137,0,0,1,10
5623,18,F,20.4,20,40,0.666666667,20.66666667,5,0,0.37,4.62,0,0,0,40,0,2,1,10
5623,18,F,20.45,20,45,0.75,20.75,5,0,0.42,4.38,0,0.05,0.12,79,0,7,1,10
5623,18,F,20.5,20,50,0.833333333,20.83333333,5,0,0.97,3.77,0,0,0.23,41,0,10,1,10
5623,18,F,20.55,20,55,0.916666667,20.91666667,5,0,0.97,3.53,0.02,0.03,0.4,164,5,10,1,10
5623,18,F,21,21,0,0,21,5,0,0.45,4.23,0,0.05,0.23,65,2,5,1,10
5623,18,F,21.05,21,5,0.083333333,21.08333333,5,0,0.57,4.02,0,0.02,0.37,97,2,4,1,10
5623,18,F,21.1,21,10,0.166666667,21.16666667,5,0,1.02,3.62,0.02,0.05,0.27,161,1,2,1,10
5623,18,F,21.15,21,15,0.25,21.25,5,0,0.58,3.9,0.02,0.02,0.45,109,1,2,1,10
5623,18,F,21.2,21,20,0.333333333,21.33333333,5,0,0.22,4.03,0.02,0.02,0.7,13,1,6,1,10
5623,18,F,21.25,21,25,0.416666667,21.41666667,5,0,0.32,4.4,0,0.05,0.2,40,1,5,1,10
5623,18,F,21.3,21,30,0.5,21.5,5,0,0.68,3.98,0.03,0.05,0.22,157,1,2,1,10
5623,18,F,21.35,21,35,0.583333333,21.58333333,5,0,0.32,4.62,0.02,0,0.03,17,0,7,1,10
5623,18,F,21.4,21,40,0.666666667,21.66666667,5,0,0.73,4.23,0,0,0.02,102,0,2,1,10
5623,18,F,21.45,21,45,0.75,21.75,5,0,0.33,4.58,0.02,0.02,0.02,15,0,14,1,10
5623,18,F,21.5,21,50,0.833333333,21.83333333,5,0,0.52,3.82,0.02,0.03,0.58,56,3,16,1,10
5623,18,F,21.55,21,55,0.916666667,21.91666667,5,0,0.43,2.08,2.25,0,0.18,73,2,8,1,10
5623,18,F,22,22,0,0,22,5,0,0.48,2.4,2.03,0,0.05,97,2,5,1,10
5623,18,F,22.05,22,5,0.083333333,22.08333333,5,0,0.25,2.72,1.9,0.03,0.07,10,0,5,1,10
5623,18,F,22.1,22,10,0.166666667,22.16666667,5,0,0.22,3.08,0.5,0.05,1.12,6,0,9,1,10
5623,18,F,22.15,22,15,0.25,22.25,5,0,0.32,3.3,0,0.03,1.32,29,1,11,1,10
5623,18,F,22.2,22,20,0.333333333,22.33333333,5,0,0.67,3.72,0,0.07,0.52,39,2,12,1,10
5623,18,F,22.25,22,25,0.416666667,22.41666667,5,0,1.02,3.3,0,0.07,0.58,24,6,41,1,10
5623,18,F,22.3,22,30,0.5,22.5,5,0,1.5,2.9,0,0.08,0.47,20,1,23,1,10
5624,18,F,9.4,9,40,0.666666667,9.666666667,4.15,0,0.33,3.48,0,0.07,0.25,19,1,5,1,4
5624,18,F,9.45,9,45,0.75,9.75,5,0,0.52,3.95,0.15,0.15,0.18,7,0,10,split,4
5624,18,F,9.5,9,50,0.833333333,9.833333333,5,0,0.57,2.17,1.93,0,0.28,9,0,10,1,4
5624,18,F,9.55,9,55,0.916666667,9.916666667,5,0,0.6,0.48,3.43,0,0.42,12,1,9,1,4
5624,18,F,10,10,0,0,10,5,0,0.27,0.15,4.35,0,0.2,1,1,3,1,4
5624,18,F,10.05,10,5,0.083333333,10.08333333,5,0,0.27,0.03,4.4,0.22,0.05,0,0,3,1,4
5624,18,F,10.1,10,10,0.166666667,10.16666667,5,0,0.15,0,4.82,0,0,0,0,0,1,4
5624,18,F,10.15,10,15,0.25,10.25,5,0,0.12,0.03,4.78,0,0.02,0,0,4,0,4
5624,18,F,10.2,10,20,0.333333333,10.33333333,5,0,0.35,1.32,2.62,0.02,0.65,52,1,4,1,4
5624,18,F,10.25,10,25,0.416666667,10.41666667,5,0,0.38,1.43,2.1,0.05,1,21,0,5,1,4
5624,18,F,10.3,10,30,0.5,10.5,5,0,0.63,2.75,0.82,0.08,0.67,74,4,10,1,4
5624,18,F,10.35,10,35,0.583333333,10.58333333,5,0,0.18,3.4,0.63,0.17,0.6,9,0,4,1,4
5624,18,F,10.4,10,40,0.666666667,10.66666667,5,0,0.33,3.35,0.22,0.05,1.02,27,2,6,0,4
5624,18,F,10.45,10,45,0.75,10.75,5,0,0.53,2.58,0.15,0.1,1.6,21,0,5,1,4
5624,18,F,10.5,10,50,0.833333333,10.83333333,5,0,0.48,1.83,1,0.3,1.33,16,0,4,1,4
5624,18,F,10.55,10,55,0.916666667,10.91666667,5,0,0.33,0.27,4.35,0,0.02,0,0,4,1,4
5624,18,F,11,11,0,0,11,5,0,0.43,0.23,4.23,0,0.05,6,0,8,1,4
5624,18,F,11.05,11,5,0.083333333,11.08333333,5,0,0.13,0.05,4.77,0,0,0,0,3,1,4
5624,18,F,11.1,11,10,0.166666667,11.16666667,5,0,0.23,0.97,3.38,0.22,0.17,9,1,5,1,4
5624,18,F,11.15,11,15,0.25,11.25,5,0,0.23,2.45,1.18,0.25,0.85,17,0,3,split,4
5624,18,F,11.2,11,20,0.333333333,11.33333333,5,0,0.13,2.85,0.18,0.67,1.12,0,0,5,1,4
5624,18,F,11.25,11,25,0.416666667,11.41666667,5,0,0.08,4.28,0,0.22,0.38,0,0,4,1,4
5624,18,F,11.3,11,30,0.5,11.5,5,0,0.57,3.63,0.08,0.03,0.63,26,0,3,1,4
5624,18,F,11.35,11,35,0.583333333,11.58333333,5,0,0.6,3.45,0.03,0.52,0.35,29,0,1,1,4
5624,18,F,11.4,11,40,0.666666667,11.66666667,5,0,0.1,3.8,0,0.47,0.62,5,0,2,1,4
5624,18,F,11.45,11,45,0.75,11.75,5,0,0.23,3.83,0.02,0.48,0.4,0,0,5,1,4
5624,18,F,11.5,11,50,0.833333333,11.83333333,5,0,0.13,3.7,0.03,1,0.12,8,0,1,1,4
5624,18,F,11.55,11,55,0.916666667,11.91666667,5,0,0.55,4.02,0.07,0.05,0.28,25,0,0,1,4
5624,18,F,12,12,0,0,12,5,0,0.18,3.65,0,0.52,0.62,0,0,3,1,4
5624,18,F,12.05,12,5,0.083333333,12.08333333,5,0,0.38,3.42,0,0.87,0.3,31,1,7,1,4
5624,18,F,12.1,12,10,0.166666667,12.16666667,5,0,0.27,3.7,0.37,0.15,0.48,13,0,10,0,4
5624,18,F,12.15,12,15,0.25,12.25,5,0,0.47,3.1,0,0.32,1.08,7,1,24,1,4
5624,18,F,12.2,12,20,0.333333333,12.33333333,5,0,0.78,2.9,0,0.07,1.22,2,1,42,1,4
5624,18,F,12.25,12,25,0.416666667,12.41666667,5,0,0.2,3.42,0,0.27,1.08,0,0,9,split,4
5624,18,F,12.3,12,30,0.5,12.5,5,0,0.22,3.35,0,0.35,1.05,0,0,3,1,4
5624,18,F,12.35,12,35,0.583333333,12.58333333,5,0,0.37,3.88,0,0.2,0.53,0,0,3,1,4
5624,18,F,12.4,12,40,0.666666667,12.66666667,5,0,0.33,3.28,0,0.25,1.1,0,0,7,1,4
5624,18,F,12.45,12,45,0.75,12.75,5,0,0.47,3.62,0.43,0.02,0.43,11,0,1,1,4
5624,18,F,12.5,12,50,0.833333333,12.83333333,5,0,0.35,1.95,2.17,0.13,0.35,0,0,10,1,4
5624,18,F,12.55,12,55,0.916666667,12.91666667,5,0,0.58,2.23,1.88,0.17,0.1,0,0,4,1,4
5624,18,F,13,13,0,0,13,5,0,1.27,1.37,1.15,0.47,0.72,165,10,17,1,4
5624,18,F,13.05,13,5,0.083333333,13.08333333,5,0,0.72,1,3.03,0,0.22,93,5,5,1,4
5624,18,F,13.1,13,10,0.166666667,13.16666667,5,0,0.1,0.27,4.53,0,0.08,5,0,1,0,4
5624,18,F,13.15,13,15,0.25,13.25,5,0,0.27,0.4,2.15,0,2.15,3,0,3,1,4
5624,18,F,13.2,13,20,0.333333333,13.33333333,5,0,0.45,1.53,1.77,0,1.22,40,1,8,split,4
5624,18,F,13.25,13,25,0.416666667,13.41666667,5,0,0.62,1.15,2.12,0.07,1,10,1,4,0,4
5624,18,F,13.3,13,30,0.5,13.5,5,0,0.68,2.47,0.73,0.38,0.68,3,0,3,1,4
5624,18,F,13.35,13,35,0.583333333,13.58333333,5,0,0.63,2.5,0.48,0.22,1.12,2,0,9,1,4
5624,18,F,13.4,13,40,0.666666667,13.66666667,5,0,1.78,2.33,0.13,0.05,0.67,108,8,30,1,4
5624,18,F,13.45,13,45,0.75,13.75,5,0,0.93,2.5,0,0.05,1.48,51,7,35,1,4
5624,18,F,13.5,13,50,0.833333333,13.83333333,5,0,0.48,2.72,0,0.18,1.58,14,0,14,1,4
5624,18,F,13.55,13,55,0.916666667,13.91666667,5,0,0.57,2.7,0,0.15,1.55,13,0,7,0,4
5624,18,F,14,14,0,0,14,5,0,0.85,2.98,0,0.23,0.9,0,0,9,0,4
5624,18,F,14.05,14,5,0.083333333,14.08333333,5,0,0.75,3.65,0,0.15,0.42,29,0,15,1,4
5624,18,F,14.1,14,10,0.166666667,14.16666667,5,0,1.02,2.77,0,0.12,1.07,14,2,13,1,4
5624,18,F,14.15,14,15,0.25,14.25,5,0,0.27,2.97,0,0.27,1.47,7,0,8,1,4
5624,18,F,14.2,14,20,0.333333333,14.33333333,5,0,0.37,3.15,0,0.32,1.13,16,1,5,0,4
5624,18,F,14.25,14,25,0.416666667,14.41666667,5,0,1,1.98,0,0.32,1.67,184,2,4,1,4
5624,18,F,14.3,14,30,0.5,14.5,5,1,0.08,0.28,0,1.25,3.35,22,1,2,naps,4
5624,18,F,14.35,14,35,0.583333333,14.58333333,5,1,0.1,0.38,0,0.33,4.13,0,0,0,naps,4
5624,18,F,14.4,14,40,0.666666667,14.66666667,5,1,0.28,0.43,0,0.23,4.03,32,0,0,naps,4
5624,18,F,14.45,14,45,0.75,14.75,5,1,0,0,0,0,5,0,0,0,naps,4
5624,18,F,14.5,14,50,0.833333333,14.83333333,5,1,0,0.02,0,0.15,4.8,0,0,0,naps,4
5624,18,F,14.55,14,55,0.916666667,14.91666667,5,1,0,0,0,0.77,4.22,0,0,0,naps,4
5624,18,F,15,15,15,0.25,15.25,5,1,0,0,0,0.33,4.65,0,0,0,naps,4
5624,18,F,15.05,15,5,0.083333333,15.08333333,5,1,0,0.15,0,0.18,4.63,0,0,0,naps,4
5624,18,F,15.1,15,10,0.166666667,15.16666667,5,1,0.38,1.88,0,0.23,2.48,3,0,0,naps,4
5624,18,F,15.15,15,15,0.25,15.25,5,1,0.05,1.43,0,0.4,3.1,4,0,0,naps,4
5624,18,F,15.2,15,20,0.333333333,15.33333333,5,1,0.32,1.55,0,0.55,2.55,6,0,2,naps,4
5624,18,F,15.25,15,25,0.416666667,15.41666667,5,0,0.13,1.65,0,0.98,2.2,11,0,4,0,4
5624,18,F,15.3,15,30,0.5,15.5,5,0,0.6,2.22,0,0.35,1.8,20,0,6,0,4
5624,18,F,15.35,15,35,0.583333333,15.58333333,5,0,0.45,3.17,0,0.48,0.87,19,0,8,0,4
5624,18,F,15.4,15,40,0.666666667,15.66666667,5,0,0.47,2.28,0,0.53,1.7,14,1,4,1,4
5624,18,F,15.45,15,45,0.75,15.75,5,0,0.47,2.78,0.02,0.62,1.08,3,1,1,1,4
5624,18,F,15.5,15,50,0.833333333,15.83333333,5,0,0.33,3.03,0,0.62,1,9,0,2,0,4
5624,18,F,15.55,15,55,0.916666667,15.91666667,5,0,0.07,2.83,0,0.23,1.83,3,0,0,1,4
5624,18,F,16,16,0,0,16,5,0,0.82,2.08,0,1.35,0.72,31,2,5,1,4
5624,18,F,16.05,16,5,0.083333333,16.08333333,5,0,0.9,2.8,0,0.63,0.63,9,0,13,1,4
5624,18,F,16.1,16,10,0.166666667,16.16666667,5,0,0.23,2.8,0,1.02,0.92,2,0,1,1,4
5624,18,F,16.15,16,15,0.25,16.25,5,0,0.38,2.42,0,1.08,1.08,3,0,9,1,4
5624,18,F,16.2,16,20,0.333333333,16.33333333,5,0,0.58,2.85,0,0.6,0.92,36,0,9,split,4
5624,18,F,16.25,16,25,0.416666667,16.41666667,5,0,1.25,1.92,0,0.23,1.57,4,0,8,1,4
5624,18,F,16.3,16,30,0.5,16.5,5,0,0.6,2.67,0,0.7,1.02,21,0,6,0,4
5624,18,F,16.35,16,35,0.583333333,16.58333333,5,0,0.13,3.45,0,0.6,0.78,14,0,1,1,4
5624,18,F,16.4,16,40,0.666666667,16.66666667,5,0,0.3,1.68,0,2.5,0.47,0,0,2,1,4
5624,18,F,16.45,16,45,0.75,16.75,5,0,0.02,2.62,0,2.22,0.13,0,0,0,0,4
5624,18,F,16.5,16,50,0.833333333,16.83333333,5,0,1,3.68,0,0.17,0.12,0,0,2,0,4
5624,18,F,16.55,16,55,0.916666667,16.91666667,5,0,0.88,2.75,0,0.22,1.1,91,1,5,split,4
5624,18,F,17,17,0,0,17,5,0,0.4,3.13,0.03,0.05,1.33,13,0,0,1,4
5624,18,F,17.05,17,5,0.083333333,17.08333333,5,0,0.83,2.4,0,0.1,1.63,58,2,9,0,4
5624,18,F,17.1,17,10,0.166666667,17.16666667,5,0,0.78,3.33,0,0.4,0.45,65,3,9,split,4
5624,18,F,17.15,17,15,0.25,17.25,3.55,0,1.23,1.72,0.05,0,0.52,86,0,1,split,4
5634,19,F,10.1,10,10,0.166666667,10.16666667,4.48,0,0.4,1.42,0.02,0.07,2.55,47,2,9,1,12
5634,19,F,10.15,10,15,0.25,10.25,5,0,0.38,1.08,0,0.07,3.42,43,3,12,1,12
5634,19,F,10.2,10,20,0.333333333,10.33333333,5,0,0.2,1.9,0.02,0.05,2.8,9,1,10,1,12
5634,19,F,10.25,10,25,0.416666667,10.41666667,5,0,0.28,1.87,0,0.65,2.15,23,3,15,1,12
5634,19,F,10.3,10,30,0.5,10.5,5,0,0.23,1.3,0,0.1,3.32,42,3,6,1,12
5634,19,F,10.35,10,35,0.583333333,10.58333333,5,0,0.98,1.73,0,0,2.27,28,6,57,1,12
5634,19,F,10.4,10,40,0.666666667,10.66666667,5,0,0.12,1.53,0.05,0.03,3.22,0,0,5,0,12
5634,19,F,10.45,10,45,0.75,10.75,5,0,0.12,2.08,0.37,0.08,2.3,3,0,2,0,12
5634,19,F,10.5,10,50,0.833333333,10.83333333,5,0,0.13,1.8,0.02,0.18,2.83,4,0,6,0,12
5634,19,F,10.55,10,55,0.916666667,10.91666667,5,0,0.92,1.37,0.02,0.02,2.63,169,6,8,1,12
5634,19,F,11,11,0,0,11,5,0,0.18,1.37,0.5,0,2.88,22,2,5,1,12
5634,19,F,11.05,11,5,0.083333333,11.08333333,5,0,1.18,1.5,0.17,0,2.1,66,3,48,1,12
5634,19,F,11.1,11,10,0.166666667,11.16666667,5,0,0.22,0.77,1.73,0.1,2.13,34,1,5,1,12
5634,19,F,11.15,11,15,0.25,11.25,5,0,0.25,0.8,2.33,0.07,1.5,14,2,7,1,12
5634,19,F,11.2,11,20,0.333333333,11.33333333,5,0,0.07,0.18,4.17,0,0.53,0,0,3,1,12
5634,19,F,11.25,11,25,0.416666667,11.41666667,5,0,0.42,4.05,0.18,0.1,0.22,94,0,1,1,12
5634,19,F,11.3,11,30,0.5,11.5,5,0,0.23,4.75,0,0,0,62,0,2,0,12
5634,19,F,11.35,11,35,0.583333333,11.58333333,5,0,0.13,4.82,0.03,0,0,19,0,1,split,12
5634,19,F,11.4,11,40,0.666666667,11.66666667,5,0,0.03,4.83,0,0.12,0,0,0,2,1,12
5634,19,F,11.45,11,45,0.75,11.75,5,0,0.12,4.77,0,0.07,0.02,13,0,3,1,12
5634,19,F,11.5,11,50,0.833333333,11.83333333,5,0,0.68,1.77,1.85,0.03,0.62,78,3,19,1,12
5634,19,F,11.55,11,55,0.916666667,11.91666667,5,0,0.05,0.02,4.83,0,0.07,0,0,4,1,12
5634,19,F,12,12,0,0,12,5,0,0.1,0.2,4.07,0,0.58,26,0,2,1,12
5634,19,F,12.05,12,5,0.083333333,12.08333333,5,0,0.25,3.12,1.28,0.08,0.23,54,0,1,1,12
5634,19,F,12.1,12,10,0.166666667,12.16666667,5,0,0.32,1.73,0.95,0.02,1.95,44,3,6,1,12
5634,19,F,12.15,12,15,0.25,12.25,5,0,0.63,2.17,0.8,0.03,1.33,80,4,6,1,12
5634,19,F,12.2,12,20,0.333333333,12.33333333,5,0,0.53,2.78,0.43,0.07,1.15,51,1,2,1,12
5634,19,F,12.25,12,25,0.416666667,12.41666667,5,0,0.15,2.83,0.88,0.03,1.07,0,0,5,0,12
5634,19,F,12.3,12,30,0.5,12.5,5,0,0.13,2.4,1.13,0.12,1.18,11,0,2,1,12
5634,19,F,12.35,12,35,0.583333333,12.58333333,5,0,0.23,1.72,1.57,0.32,1.1,24,0,9,1,12
5634,19,F,12.4,12,40,0.666666667,12.66666667,5,0,0.42,1.82,1.85,0.23,0.63,4,1,21,1,12
5634,19,F,12.45,12,45,0.75,12.75,5,0,0.02,0,4.75,0,0.2,0,0,2,0,12
5634,19,F,12.5,12,50,0.833333333,12.83333333,5,0,0.1,0.52,2.8,0.22,1.33,8,0,5,1,12
5634,19,F,12.55,12,55,0.916666667,12.91666667,5,0,0.37,2.23,0.3,0.28,1.78,18,0,7,1,12
5634,19,F,13,13,0,0,13,5,0,0.45,2.93,0,0.27,1.32,24,1,20,1,12
5634,19,F,13.05,13,5,0.083333333,13.08333333,5,0,0.48,2.43,0,0.05,2,88,4,9,1,12
5634,19,F,13.1,13,10,0.166666667,13.16666667,5,0,0.78,2.08,0,0,2.1,118,4,5,split,12
5634,19,F,13.15,13,15,0.25,13.25,5,0,0.45,2.18,0.02,0.08,2.23,63,2,6,1,12
5634,19,F,13.2,13,20,0.333333333,13.33333333,5,0,0.07,1.73,0.02,0.08,3.05,10,0,0,1,12
5634,19,F,13.25,13,25,0.416666667,13.41666667,5,0,0.43,1.77,0,0.07,2.72,51,2,12,1,12
5634,19,F,13.3,13,30,0.5,13.5,5,0,0.3,1.85,0,0.05,2.77,44,0,5,1,12
5634,19,F,13.35,13,35,0.583333333,13.58333333,5,0,0.23,1.55,0.03,0.02,3.12,12,2,11,1,12
5634,19,F,13.4,13,40,0.666666667,13.66666667,5,0,1.12,1.1,0,0.02,2.73,138,2,5,1,12
5634,19,F,13.45,13,45,0.75,13.75,5,0,1.98,0.27,0.03,0.52,2.15,230,19,36,1,12
5634,19,F,13.5,13,50,0.833333333,13.83333333,0.22,1,0,0,0,0,0.22,0,0,0,naps,12
5634,19,F,20.25,20,25,0.416666667,20.41666667,4.2,0,0.9,1.87,0.1,0.08,1.2,91,2,11,1,12
5634,19,F,20.3,20,30,0.5,20.5,5,0,1.28,2.32,0.2,0.05,1.12,169,4,6,1,12
5634,19,F,20.35,20,35,0.583333333,20.58333333,5,0,1.08,2.63,0.18,0.05,1,236,2,4,1,12
5634,19,F,20.4,20,40,0.666666667,20.66666667,5,0,0.67,2.73,0.08,0.02,1.45,103,4,8,1,12
5634,19,F,20.45,20,45,0.75,20.75,5,0,2.13,1.48,0.43,0.07,0.85,293,6,10,1,12
5634,19,F,20.5,20,50,0.833333333,20.83333333,5,0,0.77,2.28,0.17,0,1.73,88,1,2,1,12
5634,19,F,20.55,20,55,0.916666667,20.91666667,5,0,0.88,2.03,0.33,0.05,1.65,91,6,9,1,12
5634,19,F,21,21,0,0,21,5,0,0.93,2.08,0.15,0.13,1.65,102,2,8,1,12
5634,19,F,21.05,21,5,0.083333333,21.08333333,5,0,0.65,2.13,0.72,0,1.45,109,8,13,1,12
5634,19,F,21.1,21,10,0.166666667,21.16666667,5,0,0.58,3.25,0.22,0.07,0.83,127,5,6,1,12
5634,19,F,21.15,21,15,0.25,21.25,5,0,1.43,2.37,0.53,0.08,0.53,199,9,19,1,12
5634,19,F,21.2,21,20,0.333333333,21.33333333,5,0,0.75,3.2,0.15,0.05,0.82,120,3,7,1,12
5634,19,F,21.25,21,25,0.416666667,21.41666667,5,0,0.88,2.12,0.23,0,1.73,124,3,14,1,12
5634,19,F,21.3,21,30,0.5,21.5,5,0,1.03,2.37,0.23,0.05,1.27,127,7,22,1,12
5634,19,F,21.35,21,35,0.583333333,21.58333333,5,0,0.52,2.25,0,0.03,2.17,100,3,9,1,12
5634,19,F,21.4,21,40,0.666666667,21.66666667,5,0,0.75,3.25,0,0,0.97,152,4,6,split,12
5634,19,F,21.45,21,45,0.75,21.75,5,0,0.57,4.27,0.07,0.03,0.05,78,1,7,split,12
5634,19,F,21.5,21,50,0.833333333,21.83333333,5,0,0.37,4.2,0,0,0.4,65,1,2,split,12
5634,19,F,21.55,21,55,0.916666667,21.91666667,5,0,1.33,2.35,0,0.02,1.27,321,3,4,1,12
5634,19,F,22,22,0,0,22,5,0,0.7,2.2,0.05,0.03,1.97,107,2,2,split,12
5634,19,F,22.05,22,5,0.083333333,22.08333333,5,0,1.22,2.43,0,0.05,1.27,91,4,36,1,12
5634,19,F,22.1,22,10,0.166666667,22.16666667,5,0,1.23,2.42,0,0.1,1.22,85,4,11,1,12
5634,19,F,22.15,22,15,0.25,22.25,5,0,0.8,2.32,0.07,0.05,1.73,48,2,12,1,12
5634,19,F,22.2,22,20,0.333333333,22.33333333,5,0,0.28,1,1.63,0.1,1.95,15,0,2,1,12
5634,19,F,22.25,22,25,0.416666667,22.41666667,5,0,0.28,1.73,1.12,0.1,1.73,23,1,7,1,12
5634,19,F,22.3,22,30,0.5,22.5,5,0,0.45,2.87,0.02,0.12,1.53,73,1,1,1,12
5634,19,F,22.35,22,35,0.583333333,22.58333333,5,0,0.73,2.35,0.08,0.08,1.72,85,7,14,1,12
5634,19,F,22.4,22,40,0.666666667,22.66666667,5,0,0.63,2.57,0.4,0.03,1.33,88,3,6,1,12
5634,19,F,22.45,22,45,0.75,22.75,5,0,0.52,1.78,0.23,0.05,2.37,47,6,16,1,12
5634,19,F,22.5,22,50,0.833333333,22.83333333,5,0,0.9,2.08,0.23,0.05,1.68,104,5,17,1,12
5634,19,F,22.55,22,55,0.916666667,22.91666667,5,0,0.17,2.1,0.12,0.07,2.52,19,0,0,1,12
5634,19,F,23,23,0,0,23,1,0,0.07,0.7,0,0.02,0.2,10,1,2,1,12
5634,19,F,9.05,9,5,0.083333333,9.083333333,3.93,0,0.2,3.12,0,0.25,0.33,54,1,2,1,12
5634,19,F,9.1,9,10,0.166666667,9.166666667,5,0,0.3,3.87,0,0.18,0.62,57,0,6,1,12
5634,19,F,9.15,9,15,0.25,9.25,5,0,0.13,3.97,0,0.02,0.83,22,1,5,1,12
5634,19,F,9.2,9,20,0.333333333,9.333333333,5,0,0.02,4.55,0,0.33,0.07,0,0,1,1,12
5634,19,F,9.25,9,25,0.416666667,9.416666667,5,0,0,4.57,0,0.38,0.03,0,0,0,1,12
5634,19,F,9.3,9,30,0.5,9.5,5,0,0.13,4.13,0.03,0.02,0.67,9,1,5,1,12
5634,19,F,9.35,9,35,0.583333333,9.583333333,5,0,0.43,4.18,0,0.05,0.3,35,2,7,1,12
5634,19,F,9.4,9,40,0.666666667,9.666666667,5,0,0.1,3.78,0,0.02,1.07,0,0,4,1,12
5634,19,F,9.45,9,45,0.75,9.75,5,0,0.35,3.4,0,0.03,1.18,12,0,3,1,12
5634,19,F,9.5,9,50,0.833333333,9.833333333,5,0,0.22,3.82,0,0.1,0.83,13,0,3,1,12
5634,19,F,9.55,9,55,0.916666667,9.916666667,5,0,0.35,4.25,0.03,0.1,0.23,11,0,3,1,12
5634,19,F,10,10,0,0,10,5,0,0.28,3.6,0,0,1.08,33,1,2,1,12
5634,19,F,10.05,10,5,0.083333333,10.08333333,5,0,0.27,3.8,0,0.17,0.75,10,1,12,1,12
5634,19,F,10.1,10,10,0.166666667,10.16666667,5,0,0.47,3.65,0,0.1,0.75,55,0,7,1,12
5634,19,F,10.15,10,15,0.25,10.25,5,0,0.18,2.98,0,0.1,1.7,17,1,8,split,12
5634,19,F,10.2,10,20,0.333333333,10.33333333,5,0,0.28,3.52,0,0.02,1.17,9,1,13,0,12
5634,19,F,10.25,10,25,0.416666667,10.41666667,5,0,0.25,3.62,0,0.15,0.93,7,0,11,1,12
5634,19,F,10.3,10,30,0.5,10.5,5,0,0.4,2.77,0,0.07,1.73,4,0,18,0,12
5634,19,F,10.35,10,35,0.583333333,10.58333333,5,0,1.23,3.52,0,0,0.23,13,0,5,0,12
5634,19,F,10.4,10,40,0.666666667,10.66666667,5,0,0.75,3.38,0.02,0.07,0.75,43,3,11,1,12
5634,19,F,10.45,10,45,0.75,10.75,5,0,0.45,3.77,0,0.07,0.68,19,1,17,1,12
5634,19,F,10.5,10,50,0.833333333,10.83333333,5,0,0.17,3.8,0,0.1,0.9,8,0,7,1,12
5634,19,F,10.55,10,55,0.916666667,10.91666667,5,0,0.03,4.58,0,0.32,0.03,5,0,2,1,12
5634,19,F,11,11,0,0,11,5,0,0.05,3.6,0,0.88,0.43,0,0,4,1,12
5634,19,F,11.05,11,5,0.083333333,11.08333333,5,0,0.17,3.53,0,0.23,1.03,20,1,7,1,12
5634,19,F,11.1,11,10,0.166666667,11.16666667,5,0,0.45,3.95,0,0.45,0.12,27,1,4,1,12
5634,19,F,11.2,11,20,0.333333333,11.33333333,5,0,0.2,4.62,0,0.13,0.02,37,0,3,1,12
5634,19,F,11.25,11,25,0.416666667,11.41666667,5,0,0.85,2.9,0,0,1.23,118,3,6,1,12
5634,19,F,11.3,11,30,0.5,11.5,5,0,0.28,4.17,0,0,0.52,46,2,5,1,12
5634,19,F,11.35,11,35,0.583333333,11.58333333,5,0,0.23,4,0,0.02,0.73,11,0,8,1,12
5634,19,F,11.4,11,40,0.666666667,11.66666667,5,0,0.5,3.92,0,0,0.55,8,0,12,0,12
5634,19,F,11.45,11,45,0.75,11.75,5,0,0.17,4.48,0,0.08,0.23,7,0,2,1,12
5634,19,F,11.5,11,50,0.833333333,11.83333333,5,0,0.65,3.75,0.02,0.07,0.48,27,1,9,1,12
5634,19,F,11.55,11,55,0.916666667,11.91666667,5,0,0.45,2,0.02,0.1,2.4,18,2,7,1,12
5634,19,F,12,12,0,0,12,5,0,1.02,2.37,0.03,0.03,1.52,63,2,24,1,12
