,id,study,study2,language,rectime,time,dur_5min,AWC_5min,CDS_pct_of_AWC,LENA_on_child,cds_ods_coder1,cds_ods_coder2
337,7499,CONTX,CONTX_spanish,spanish,55281,14.3,5,267,70% +,yes,1,1
338,7508,CONTX,CONTX_spanish,spanish,2877,12.35,5,160,70% +,yes,1,1
339,7508,CONTX,CONTX_spanish,spanish,3177,12.4,5,149,70% +,yes,1,1
340,7508,CONTX,CONTX_spanish,spanish,17460,11.25,5,173,70% +,yes,1,1
341,7508,CONTX,CONTX_spanish,spanish,17760,11.3,5,122,70% +,yes,1,1
342,7508,CONTX,CONTX_spanish,spanish,22560,12.5,5,210,70% +,yes,0,1
343,7508,CONTX,CONTX_spanish,spanish,22860,12.55,5,156,50-70%,yes,0,1
344,7508,CONTX,CONTX_spanish,spanish,25918,9.15,2.35,197,50-70%,yes,1,1
345,7508,CONTX,CONTX_spanish,spanish,26059,9.2,5,121,50-70%,yes,1,1
346,7508,CONTX,CONTX_spanish,spanish,35940,14.15,5,169,< 50%,yes,0,0
347,7508,CONTX,CONTX_spanish,spanish,36240,14.2,5,156,< 50%,yes,0,0
348,7508,CONTX,CONTX_spanish,spanish,37740,14.45,5,140,50-70%,yes,0,1
349,7508,CONTX,CONTX_spanish,spanish,38040,14.5,5,173,50-70%,yes,0,1
350,7508,CONTX,CONTX_spanish,spanish,55600,20.3,5,146,50-70%,yes,1,1
351,7508,CONTX,CONTX_spanish,spanish,55900,20.35,5,146,70% +,yes,1,1
352,7508,CONTX,CONTX_spanish,spanish,56800,20.5,5,279,< 50%,yes,0,0
353,7508,CONTX,CONTX_spanish,spanish,57100,20.55,5,164,< 50%,yes,0,0
354,7791,CONTX,CONTX_spanish,spanish,2807,14.15,5,435,70% +,yes,1,1
355,7791,CONTX,CONTX_spanish,spanish,3107,14.2,5,410,70% +,yes,1,1
356,7791,CONTX,CONTX_spanish,spanish,3407,14.25,5,247,50-70%,yes,1,1
357,7791,CONTX,CONTX_spanish,spanish,3707,14.3,5,589,< 50%,yes,1,0
358,7791,CONTX,CONTX_spanish,spanish,13428,17.4,5,435,< 50%,yes,1,0
359,7791,CONTX,CONTX_spanish,spanish,13728,17.45,5,416,< 50%,yes,1,0
360,7791,CONTX,CONTX_spanish,spanish,20928,19.45,5,647,70% +,yes,1,1
361,7791,CONTX,CONTX_spanish,spanish,21228,19.5,5,374,< 50%,yes,1,0
362,7791,CONTX,CONTX_spanish,spanish,21528,19.55,5,412,50-70%,yes,1,1
363,7791,CONTX,CONTX_spanish,spanish,21828,20,5,631,70% +,yes,1,1
364,7791,CONTX,CONTX_spanish,spanish,30589,11.2,5,476,< 50%,yes,0,0
365,7791,CONTX,CONTX_spanish,spanish,30889,11.25,5,270,50-70%,yes,0,1
366,7791,CONTX,CONTX_spanish,spanish,35989,12.5,5,288,70% +,yes,1,1
367,7791,CONTX,CONTX_spanish,spanish,36289,12.55,5,335,70% +,yes,1,1
368,7812,CONTX,CONTX_spanish,spanish,13047,10.55,5,395,70% +,yes,1,1
369,7812,CONTX,CONTX_spanish,spanish,13347,11,5,234,70% +,yes,1,1
370,7812,CONTX,CONTX_spanish,spanish,16647,11.55,5,362,50-70%,yes,1,1
371,7812,CONTX,CONTX_spanish,spanish,16947,12,5,403,< 50%,yes,1,0
372,7812,CONTX,CONTX_spanish,spanish,17247,12.05,5,271,50-70%,yes,1,1
373,7812,CONTX,CONTX_spanish,spanish,17547,12.1,5,514,< 50%,yes,1,0
374,7812,CONTX,CONTX_spanish,spanish,27868,10.15,5,478,70% +,yes,1,1
375,7812,CONTX,CONTX_spanish,spanish,28168,10.2,5,265,70% +,yes,1,1
376,7812,CONTX,CONTX_spanish,spanish,29668,10.45,5,368,70% +,yes,0,1
377,7812,CONTX,CONTX_spanish,spanish,29968,10.5,5,442,70% +,yes,0,1
378,7812,CONTX,CONTX_spanish,spanish,30868,11.05,5,322,70% +,yes,1,1
379,7812,CONTX,CONTX_spanish,spanish,31168,11.1,5,476,70% +,yes,1,1
380,7812,CONTX,CONTX_spanish,spanish,33868,11.55,5,534,70% +,yes,1,1
381,7812,CONTX,CONTX_spanish,spanish,34168,12,5,312,70% +,yes,1,1
382,7812,CONTX,CONTX_spanish,spanish,45044,11.3,5,381,50-70%,yes,0,1
383,7812,CONTX,CONTX_spanish,spanish,45344,11.35,5,423,50-70%,yes,0,1
