"id","months_age","sex","time","dur_min","meaningful_min","distant_min","tv_min","noise_min","silence_min","AWC","CTC","CVC","cds_ohs","mom_ed","fat_ed","hi"
20113,18,1,9.15,5,"0.95","2.7","0","0.08","1.22",112,7,12,"1",14,13,40
20113,18,1,9.2,5,"1.75","2.32","0","0.42","0.48",99,7,35,"split",14,13,40
20113,18,1,9.25,5,"1.18","1.18","0","0.03","2.57",10,0,52,"0",14,13,40
20113,18,1,9.3,4.066666667,"1.07","1.05","0","0.05","1.88",110,9,28,"1",14,13,40
20113,18,1,9.5,3.6,"0.8","0.8","0","0","1.97",47,2,11,"split",14,13,40
20113,18,1,9.55,5,"0.68","0.58","0","0.05","3.65",73,5,14,"1",14,13,40
20113,18,1,10,5,"1.2","1.33","0","0.08","2.33",98,9,27,"1",14,13,40
20113,18,1,10.05,5,"0.93","2.45","0","0.2","1.38",29,0,8,"0",14,13,40
20113,18,1,10.1,5,"0.47","4.05","0","0.03","0.4",4,1,17,"1",14,13,40
20113,18,1,10.15,5,"0.07","2.53","0","0","2.38",0,0,2,"0",14,13,40
20113,18,1,10.2,5,"0.53","1.3","0","0","3.15",50,0,11,"1",14,13,40
20113,18,1,10.25,5,"0.47","3.03","0","0","1.48",73,0,0,"0",14,13,40
20113,18,1,10.3,5,"0.92","1.83","0","0","2.22",7,1,11,"1",14,13,40
20113,18,1,10.35,5,"0.6","3.45","0","0.08","0.82",46,1,16,"0",14,13,40
20113,18,1,10.4,5,"0.57","2.9","0","0","1.5",27,1,8,"0",14,13,40
20113,18,1,10.45,5,"0.27","3.72","0","0.1","0.87",24,2,7,"0",14,13,40
20113,18,1,10.5,5,"0.52","4.2","0","0.1","0.13",19,3,16,"split",14,13,40
20113,18,1,10.55,5,"0.25","4.35","0","0.23","0.13",0,0,9,"0",14,13,40
20113,18,1,11,5,"0.15","4.25","0","0.2","0.35",0,0,5,"0",14,13,40
20113,18,1,11.05,5,"0.23","4.72","0","0","0",4,0,7,"0",14,13,40
20113,18,1,11.1,5,"0.02","4.82","0","0.1","0.02",0,0,3,"0",14,13,40
20113,18,1,11.15,5,"0.17","4.72","0","0.02","0.05",18,0,7,"split",14,13,40
20113,18,1,11.2,5,"0.22","4.67","0","0.08","0",5,0,13,"1",14,13,40
20113,18,1,11.25,5,"0.22","4.38","0","0.12","0.25",28,0,5,"0",14,13,40
20113,18,1,11.3,5,"0.27","4.17","0","0.12","0.43",14,0,1,"0",14,13,40
20113,18,1,11.35,5,"0.3","3.67","0","0.05","0.95",27,0,2,"split",14,13,40
20113,18,1,11.4,5,"0.27","2.55","0","1.05","1.1",12,0,4,"1",14,13,40
20113,18,1,11.45,5,"1.68","1.25","0","0.03","2",102,8,34,"split",14,13,40
20113,18,1,11.5,5,"0.58","1.78","0","0.08","2.52",20,2,26,"split",14,13,40
20113,18,1,11.55,5,"0.82","2.07","0","0.07","2.02",59,3,10,"0",14,13,40
20113,18,1,12,5,"1.88","1.35","0","0.18","1.55",128,12,27,"1",14,13,40
20113,18,1,12.05,5,"0.95","1.03","0.02","0.05","2.9",77,6,23,"split",14,13,40
20113,18,1,12.1,5,"0.73","1.57","0","0.03","2.63",86,2,7,"split",14,13,40
20113,18,1,12.15,5,"1.6","1.83","0","0","1.53",131,7,37,"split",14,13,40
20113,18,1,12.2,5,"1.03","1.48","0","0.38","2.07",24,3,40,"1",14,13,40
20113,18,1,12.25,5,"0.88","1.45","0","0.12","2.52",3,1,14,"0",14,13,40
20113,18,1,12.3,5,"0.98","1.42","0.07","0.07","2.42",24,4,35,"1",14,13,40
20113,18,1,12.35,5,"1.93","1.18","0","0.05","1.8",100,5,18,"split",14,13,40
20113,18,1,12.4,5,"2.08","1.45","0","0.08","1.37",109,3,21,"split",14,13,40
20113,18,1,12.45,5,"1.93","0.92","0","0","2.12",40,5,36,"split",14,13,40
20113,18,1,12.5,3.15,"0.5","1.35","0","0","1.27",18,1,9,"0",14,13,40
20113,18,1,16.1,1.75,"1.02","0.63","0","0.03","0.03",237,0,0,"0",14,13,40
20113,18,1,16.15,5,"3.45","1.28","0.02","0","0.23",844,3,3,"0",14,13,40
20113,18,1,16.2,5,"1.1","2.83","0.02","0.03","0.98",255,1,2,"0",14,13,40
20113,18,1,16.35,5,"1.82","2","0","0","1.15",187,2,10,"split",14,13,40
20113,18,1,16.4,5,"0.1","4.35","0","0.45","0.08",11,1,1,"0",14,13,40
20113,18,1,16.45,5,"0.03","4.68","0","0.2","0.05",0,0,2,"0",14,13,40
20113,18,1,16.5,5,"0.13","4.6","0","0.15","0.08",0,0,4,"0",14,13,40
20113,18,1,16.55,5,"0.07","4.23","0","0.6","0.07",0,0,6,"0",14,13,40
20113,18,1,17,5,"0.17","4.57","0","0","0.23",0,0,2,"0",14,13,40
20113,18,1,17.05,5,"0.28","4.63","0","0.02","0.03",0,0,6,"0",14,13,40
20113,18,1,17.1,5,"0.13","4.7","0","0.02","0.12",0,0,3,"0",14,13,40
20113,18,1,17.15,5,"0.12","4.75","0","0","0.08",5,0,2,"1",14,13,40
20113,18,1,17.2,5,"0.35","4.55","0","0","0.08",0,0,9,"0",14,13,40
20113,18,1,17.25,5,"0.22","4.67","0","0.05","0.03",12,0,2,"0",14,13,40
20113,18,1,17.3,5,"0.23","4.58","0","0","0.15",7,1,9,"1",14,13,40
20113,18,1,17.35,5,"0.18","4.5","0.03","0.08","0.17",5,0,5,"0",14,13,40
20113,18,1,17.4,5,"0.5","4.38","0","0","0.07",21,1,7,"split",14,13,40
20113,18,1,17.45,5,"0.38","4.5","0","0.02","0.07",42,1,6,"split",14,13,40
20114,18,0,9.3,1.233333333,"0.55","0.08","0","0","0.55",45,2,6,"1",14,NA,45
20114,18,0,9.35,5,"1.2","1.97","0","0.05","1.75",90,16,41,"1",14,NA,45
20114,18,0,9.4,5,"1.35","2.43","0.03","0","1.13",160,17,36,"1",14,NA,45
20114,18,0,9.45,5,"0.9","3.5","0.15","0","0.4",150,5,10,"1",14,NA,45
20114,18,0,9.5,5,"0.83","3.43","0.12","0.05","0.53",90,5,15,"1",14,NA,45
20114,18,0,9.55,5,"0.62","2.87","0.05","0.38","1.05",59,4,13,"0",14,NA,45
20114,18,0,10,5,"1","3.42","0.07","0.02","0.45",143,3,12,"1",14,NA,45
20114,18,0,10.05,5,"1.02","3.17","0.08","0.07","0.63",100,8,25,"1",14,NA,45
20114,18,0,10.1,5,"0.82","3.68","0.18","0","0.27",165,5,12,"0",14,NA,45
20114,18,0,10.15,5,"1.13","3.32","0.08","0","0.43",149,8,18,"split",14,NA,45
20114,18,0,10.2,5,"1.12","3.13","0.05","0","0.65",133,7,12,"0",14,NA,45
20114,18,0,10.25,5,"0.75","2.03","0.02","0.12","2.03",141,7,7,"1",14,NA,45
20114,18,0,10.3,5,"0.9","2.42","0.18","0","1.48",47,3,6,"1",14,NA,45
20114,18,0,10.35,5,"0.67","4.08","0.02","0.07","0.15",60,2,10,"0",14,NA,45
20114,18,0,10.4,5,"0.73","2.67","0","0.02","1.55",91,7,25,"1",14,NA,45
20114,18,0,10.45,5,"0.8","1.97","0.25","0.07","1.88",58,4,19,"1",14,NA,45
20114,18,0,10.5,5,"0.92","2.6","1.15","0.02","0.28",98,4,9,"0",14,NA,45
20114,18,0,10.55,5,"1.2","2.78","0.8","0","0.17",233,7,12,"0",14,NA,45
20114,18,0,11,5,"0.32","0.6","3.95","0","0.12",59,0,7,"0",14,NA,45
20114,18,0,11.05,5,"0.43","0.98","3.03","0.03","0.48",39,1,12,"0",14,NA,45
20114,18,0,11.1,5,"0.75","1.53","2.28","0.05","0.35",92,6,21,"1",14,NA,45
20114,18,0,11.15,5,"0.15","0.37","3.43","0.02","1",19,0,3,"0",14,NA,45
20114,18,0,11.2,5,"0.33","1.73","2.05","0.08","0.75",25,3,12,"0",14,NA,45
20114,18,0,11.25,5,"0.42","0.2","4.02","0","0.32",48,2,10,"1",14,NA,45
20114,18,0,11.3,5,"0.12","0.42","4.33","0.05","0.03",3,1,5,"0",14,NA,45
20114,18,0,11.35,5,"0.65","2","2.05","0","0.25",61,3,18,"0",14,NA,45
20114,18,0,11.4,5,"0.62","1.85","1.03","0.13","1.32",42,4,19,"0",14,NA,45
20114,18,0,11.45,5,"0.33","1.78","0.05","0.18","2.63",18,1,5,"0",14,NA,45
20114,18,0,11.5,5,"0.73","2.98","0.75","0.13","0.35",76,4,19,"1",14,NA,45
20114,18,0,11.55,5,"1.03","3.38","0.03","0.07","0.43",60,4,40,"split",14,NA,45
20114,18,0,12,5,"1.62","2.72","0.45","0","0.18",143,10,32,"0",14,NA,45
20114,18,0,12.05,5,"0.83","3.07","0.32","0.02","0.72",124,2,4,"0",14,NA,45
20114,18,0,12.1,5,"0.98","3.13","0.33","0.18","0.32",87,1,13,"0",14,NA,45
20114,18,0,12.15,5,"1.5","1.73","0.52","0","1.2",95,4,34,"split",14,NA,45
20114,18,0,12.2,5,"1.07","2.72","0.1","0","1.08",46,3,27,"1",14,NA,45
20114,18,0,12.25,5,"1.15","2.23","0","0","1.58",62,6,44,"split",14,NA,45
20114,18,0,12.3,5,"0.93","3.33","0","0.03","0.67",55,5,19,"split",14,NA,45
20114,18,0,12.35,5,"1.18","1.95","0","0.07","1.77",116,6,32,"split",14,NA,45
20114,18,0,12.4,5,"0.85","2.48","0.08","0.08","1.45",49,4,14,"0",14,NA,45
20114,18,0,12.45,5,"1.92","1.38","0.1","0.07","1.48",172,14,50,"1",14,NA,45
20114,18,0,12.5,5,"1.72","1.88","0.13","0","1.22",191,16,38,"1",14,NA,45
20114,18,0,12.55,5,"1.08","3.52","0.02","0.03","0.3",79,4,37,"0",14,NA,45
20114,18,0,13,5,"1.2","3.28","0.03","0.03","0.42",109,6,43,"split",14,NA,45
20114,18,0,13.05,5,"1.77","2.37","0.02","0.03","0.78",114,17,51,"1",14,NA,45
20114,18,0,13.1,5,"2.9","0.12","0.45","0","1.5",434,8,14,"1",14,NA,45
20114,18,0,13.15,5,"1.83","0.18","1.92","0","1.02",175,2,2,"1",14,NA,45
20114,18,0,13.2,5,"2.45","0.1","1.53","0","0.88",161,7,24,"1",14,NA,45
20114,18,0,13.25,5,"1.32","0.32","1.93","0.02","1.37",129,5,14,"0",14,NA,45
20114,18,0,13.3,5,"2.1","0.08","2.05","0","0.72",238,11,24,"1",14,NA,45
20114,18,0,13.35,5,"1.97","0.12","2","0.02","0.85",303,3,8,"split",14,NA,45
20114,18,0,13.4,5,"0.18","0.08","0.23","0","4.47",30,0,0,"0",14,NA,45
20114,18,0,15.1,5,"0.07","0.05","4.48","0.13","0.22",9,0,0,"1",14,NA,45
20114,18,0,15.15,5,"1.05","1.32","0.62","0.05","1.92",66,3,16,"1",14,NA,45
20114,18,0,15.2,5,"1.83","2.22","0.03","0.02","0.85",230,14,25,"0",14,NA,45
20114,18,0,15.25,5,"1.47","2.45","0.08","0","0.97",248,5,11,"0",14,NA,45
20114,18,0,15.3,5,"1.22","2.42","0.28","0","1.07",176,2,8,"0",14,NA,45
20114,18,0,15.35,5,"1.62","1.97","0.13","0","1.25",356,4,5,"0",14,NA,45
20114,18,0,15.4,5,"1.13","2.43","0.07","0","1.35",201,5,7,"0",14,NA,45
20114,18,0,15.45,5,"0.93","1.8","1.6","0","0.62",129,1,6,"0",14,NA,45
20114,18,0,15.5,5,"0.97","2.48","0.58","0.07","0.87",156,6,14,"split",14,NA,45
20114,18,0,15.55,5,"0.95","2.83","0.35","0.02","0.82",113,6,28,"1",14,NA,45
20114,18,0,16,5,"0.62","2.65","0.52","0","1.17",38,0,5,"split",14,NA,45
20114,18,0,16.05,5,"0.43","2.58","0.52","0","1.43",69,4,4,"split",14,NA,45
20114,18,0,16.1,5,"1.25","2.48","0.48","0","0.73",182,1,8,"0",14,NA,45
20114,18,0,16.15,5,"2.18","1.98","0.58","0","0.22",251,7,14,"0",14,NA,45
20114,18,0,16.2,5,"2.37","1.7","0.45","0","0.43",306,8,20,"1",14,NA,45
20114,18,0,16.25,5,"1.68","2.43","0.23","0","0.62",200,6,11,"1",14,NA,45
20114,18,0,16.3,5,"0.9","3.02","0.12","0.05","0.88",76,6,21,"0",14,NA,45
20114,18,0,16.35,5,"1.28","3.27","0.12","0","0.3",218,13,17,"split",14,NA,45
20114,18,0,16.4,5,"1.48","2.92","0.07","0","0.5",267,10,25,"split",14,NA,45
20114,18,0,16.45,5,"1.3","1.87","0.1","0","1.7",203,13,22,"1",14,NA,45
20114,18,0,16.5,5,"1.12","3.38","0.03","0","0.43",91,3,17,"0",14,NA,45
20114,18,0,16.55,5,"1.4","3.35","0.02","0","0.2",177,7,17,"0",14,NA,45
20114,18,0,17,5,"2","2.7","0.02","0","0.23",400,12,20,"0",14,NA,45
20114,18,0,17.05,5,"1.7","3.22","0.02","0","0.03",273,9,17,"0",14,NA,45
20114,18,0,17.1,5,"1.28","2.7","0.78","0","0.2",209,2,5,"0",14,NA,45
20114,18,0,17.15,5,"0.67","2.8","0.72","0","0.77",87,7,18,"split",14,NA,45
20114,18,0,17.2,5,"0.52","1.98","1.48","0.05","0.93",66,3,21,"split",14,NA,45
20114,18,0,17.25,5,"0.9","2","1.8","0","0.25",166,7,12,"split",14,NA,45
20114,18,0,17.3,5,"0.48","0.83","3.48","0","0.17",61,2,5,"1",14,NA,45
20114,18,0,17.35,5,"0.62","0.22","3.7","0","0.45",84,3,9,"split",14,NA,45
20114,18,0,17.4,5,"0.12","0.07","4.72","0","0.07",6,1,4,"split",14,NA,45
20114,18,0,17.45,5,"0.47","0.4","3.87","0","0.23",37,3,15,"split",14,NA,45
20114,18,0,17.5,5,"2.02","1.87","0.1","0","0.98",189,22,60,"1",14,NA,45
20114,18,0,17.55,5,"2.13","1.63","0.1","0","1.08",216,22,50,"1",14,NA,45
20114,18,0,18,5,"1.93","2.08","0.05","0","0.88",324,17,27,"1",14,NA,45
20114,18,0,18.05,5,"2.78","1.3","0","0.03","0.87",302,26,62,"1",14,NA,45
20114,18,0,18.1,5,"0.98","3.72","0.02","0.02","0.22",139,10,21,"1",14,NA,45
20114,18,0,18.15,5,"1.73","2.73","0.17","0","0.32",351,11,20,"1",14,NA,45
20114,18,0,18.2,5,"1.93","2.23","0.02","0","0.78",305,16,27,"split",14,NA,45
20114,18,0,18.25,5,"1.25","3.08","0.02","0.23","0.4",169,5,11,"1",14,NA,45
20114,18,0,18.3,5,"1.17","2.52","0.03","0.73","0.52",127,9,43,"1",14,NA,45
20114,18,0,18.35,5,"1.9","2.72","0.13","0","0.22",337,16,33,"split",14,NA,45
20114,18,0,18.4,5,"1.97","2.68","0.07","0","0.25",275,14,42,"0",14,NA,45
20114,18,0,18.45,5,"0.88","2.57","1.05","0","0.47",95,5,13,"0",14,NA,45
20114,18,0,18.5,5,"1.18","2.5","0.23","0","1.05",122,10,32,"0",14,NA,45
20114,18,0,18.55,5,"0.7","3.05","0.37","0.07","0.78",87,4,19,"split",14,NA,45
20114,18,0,19,5,"0.97","3.67","0.08","0","0.25",89,6,28,"0",14,NA,45
20114,18,0,19.05,5,"0.85","3.67","0.17","0","0.28",89,2,21,"split",14,NA,45
20114,18,0,19.1,5,"1.07","2.98","0.03","0.22","0.67",121,10,32,"1",14,NA,45
20114,18,0,19.15,5,"1.15","2.8","0","0","1",118,10,28,"split",14,NA,45
20114,18,0,19.2,5,"0.38","4.38","0","0.08","0.12",6,2,23,"1",14,NA,45
20114,18,0,19.25,5,"0.5","3.38","0.02","0.1","0.97",37,4,19,"split",14,NA,45
20114,18,0,19.3,5,"0.42","3.7","0.05","0.15","0.65",18,1,13,"0",14,NA,45
20114,18,0,19.35,5,"0.68","3.97","0.02","0.07","0.23",75,3,15,"0",14,NA,45
20114,18,0,19.4,5,"1.28","3.47","0","0","0.22",239,7,17,"0",14,NA,45
20114,18,0,19.45,5,"0.57","4.37","0.03","0","0",107,6,11,"split",14,NA,45
20114,18,0,19.5,5,"1.38","3.53","0.02","0","0.03",315,8,8,"0",14,NA,45
20114,18,0,19.55,5,"1.43","3.5","0","0","0.05",293,7,11,"split",14,NA,45
20114,18,0,20,5,"1.48","3.47","0.02","0","0",347,3,7,"0",14,NA,45
20114,18,0,20.05,5,"1.35","3.47","0.05","0","0.1",245,8,13,"0",14,NA,45
20114,18,0,20.1,5,"1.18","2.92","0.32","0","0.55",139,7,15,"split",14,NA,45
20114,18,0,20.15,5,"0.95","3","0.45","0","0.57",107,2,19,"1",14,NA,45
20114,18,0,20.2,5,"0.45","2.17","1.27","0","1.07",67,1,2,"0",14,NA,45
20114,18,0,20.25,5,"1","3.2","0.35","0","0.42",152,11,30,"split",14,NA,45
20114,18,0,20.3,5,"0.85","1.95","0.03","0","2.15",80,6,21,"1",14,NA,45
20114,18,0,20.35,5,"1.05","2.48","0.17","0.1","1.13",72,9,38,"1",14,NA,45
20114,18,0,21.1,2.083333333,"0.3","0.5","0.03","0","1.23",58,0,3,"1",14,NA,45
20114,18,0,21.15,5,"0.6","3.08","0.05","0.02","1.23",52,3,18,"0",14,NA,45
20114,18,0,21.2,5,"0.8","3.15","0.05","0.1","0.85",61,8,29,"1",14,NA,45
20114,18,0,21.25,5,"0.48","0.75","0.47","0.15","3.1",66,5,8,"1",14,NA,45
20114,18,0,21.3,5,"0.27","0.35","0.78","0.07","3.52",35,1,4,"1",14,NA,45
20114,18,0,21.35,5,"0.58","0.52","1.1","0","2.77",76,7,10,"split",14,NA,45
20114,18,0,21.4,5,"0.33","1.15","1.47","0.02","2",26,1,2,"0",14,NA,45
20114,18,0,21.45,5,"0.08","0.07","2.77","0","2.03",15,0,0,"0",14,NA,45
20115,17,0,9.15,1.15,"0.35","0.27","0","0","0.5",58,3,8,"1",13,NA,45
20115,17,0,9.2,5,"1.08","0.9","0","0","2.98",186,12,22,"1",13,NA,45
20115,17,0,9.25,5,"1.07","0.98","0","0.15","2.77",186,9,10,"1",13,NA,45
20115,17,0,9.3,5,"1.25","1.07","0","0.02","2.63",191,11,28,"1",13,NA,45
20115,17,0,9.35,5,"1.58","1.33","0.02","0.02","2.02",156,15,49,"1",13,NA,45
20115,17,0,9.4,5,"1.62","2.45","0.02","0","0.88",68,8,84,"1",13,NA,45
20115,17,0,9.45,5,"2.93","1.65","0.05","0","0.3",426,32,65,"1",13,NA,45
20115,17,0,9.5,5,"2.28","1.55","0.23","0.02","0.87",275,26,55,"split",13,NA,45
20115,17,0,9.55,5,"0.98","1.02","0.02","0","2.97",148,8,19,"0",13,NA,45
20115,17,0,10,5,"1.62","1.55","0","0","1.8",197,14,46,"0",13,NA,45
20115,17,0,10.05,5,"0.67","1.18","0","0","3.12",14,1,35,"0",13,NA,45
20115,17,0,10.1,5,"1.95","1.38","0","0.33","1.3",200,30,60,"1",13,NA,45
20115,17,0,10.15,5,"1.02","1.78","0","2.02","0.15",26,3,30,"1",13,NA,45
20115,17,0,10.2,5,"0.52","2.35","0","1.92","0.18",0,0,22,"1",13,NA,45
20115,17,0,10.25,5,"0.72","0.98","0","0.83","2.43",138,4,13,"1",13,NA,45
20115,17,0,10.3,5,"1.42","1.42","0.03","0","2.1",34,4,54,"0",13,NA,45
20115,17,0,10.35,5,"0.58","1.17","0.13","0","3.08",27,4,29,"0",13,NA,45
20115,17,0,10.4,5,"1.83","1.38","0","0.02","1.73",41,7,98,"1",13,NA,45
20115,17,0,10.45,5,"0.8","1.2","0","0.15","2.82",81,5,31,"1",13,NA,45
20115,17,0,10.5,5,"0.93","1.55","0.07","0.13","2.27",51,6,38,"1",13,NA,45
20115,17,0,10.55,5,"0.63","0.92","0","0.17","3.25",37,4,28,"1",13,NA,45
20115,17,0,11,5,"0.55","2","0","0.33","2.08",50,2,20,"1",13,NA,45
20115,17,0,11.05,5,"0.68","2.1","0","0.15","2.03",49,3,29,"1",13,NA,45
20115,17,0,11.1,5,"0.62","2.42","0","0.02","1.92",8,1,32,"1",13,NA,45
20115,17,0,11.15,5,"0.8","1.8","0","0.12","2.27",71,8,33,"1",13,NA,45
20115,17,0,11.2,5,"1.27","2.33","0","0.02","1.35",62,4,42,"1",13,NA,45
20115,17,0,11.25,5,"0.5","1.92","0","0","2.55",26,1,22,"1",13,NA,45
20115,17,0,11.3,5,"0.72","1.22","0.1","0","2.93",18,3,32,"1",13,NA,45
20115,17,0,11.35,5,"0.72","0.93","0.02","0","3.32",42,4,29,"1",13,NA,45
20115,17,0,11.4,5,"0.72","2.55","0.42","0.07","1.2",43,4,22,"1",13,NA,45
20115,17,0,11.45,5,"1.6","0.98","0.05","0","2.33",208,15,36,"1",13,NA,45
20115,17,0,11.5,5,"1.2","1.57","0","0","2.2",72,13,50,"1",13,NA,45
20115,17,0,11.55,5,"1.2","1.7","0.5","0.1","1.45",165,16,38,"1",13,NA,45
20115,17,0,12,5,"0.35","0.53","1.83","0","2.22",62,2,2,"split",13,NA,45
20115,17,0,12.05,5,"0.53","0.23","3.25","0","0.97",16,0,27,"1",13,NA,45
20115,17,0,12.15,5,"0.52","0.43","3.42","0","0.6",46,3,17,"split",13,NA,45
20115,17,0,12.2,5,"0.38","0.28","2.53","0","1.77",67,1,1,"split",13,NA,45
20115,18,0,9,4.516666667,"0.88","0.82","0","0.02","2.77",89,13,22,"1",13,NA,45
20115,18,0,9.05,5,"1.38","0.6","0","0.05","2.93",145,13,36,"1",13,NA,45
20115,18,0,9.1,5,"0.85","0.33","0.02","0.13","3.65",35,3,30,"1",13,NA,45
20115,18,0,9.15,5,"0.82","0.87","0","0","3.3",101,8,19,"1",13,NA,45
20115,18,0,9.2,5,"0.57","0.78","1.93","0.07","1.6",59,4,19,"1",13,NA,45
20115,18,0,9.25,5,"0.78","1.45","1.65","0.15","0.93",76,6,16,"1",13,NA,45
20115,18,0,9.3,5,"0.27","1.13","0","0.12","3.45",21,3,8,"1",13,NA,45
20115,18,0,9.35,5,"1.45","0.75","0","0","2.78",76,8,51,"1",13,NA,45
20115,18,0,9.4,5,"1.17","1.12","0.08","0.08","2.52",122,8,33,"1",13,NA,45
20115,18,0,9.45,5,"1.38","1.5","0.03","0.07","1.98",147,11,36,"1",13,NA,45
20115,18,0,9.5,5,"1.02","1.1","0.32","0.05","2.47",156,9,22,"0",13,NA,45
20115,18,0,9.55,5,"1.87","1.38","0.38","0.07","1.27",242,19,30,"1",13,NA,45
20115,18,0,10,5,"1.42","1.05","0.05","0.03","2.4",144,1,9,"1",13,NA,45
20115,18,0,10.05,5,"2.28","0.9","0","0.02","1.77",195,14,49,"split",13,NA,45
20115,18,0,10.1,5,"1.37","1.52","0.05","0","2.03",213,9,18,"split",13,NA,45
20115,18,0,10.15,5,"1.17","0.95","0","0","2.85",47,4,30,"1",13,NA,45
20115,18,0,10.2,5,"2.38","0.95","0","0.02","1.62",34,2,53,"1",13,NA,45
20115,18,0,10.25,5,"2.27","0.77","0","0.05","1.87",191,17,47,"1",13,NA,45
20115,18,0,10.3,5,"1.62","1.75","0.23","0","1.37",160,14,45,"1",13,NA,45
20115,18,0,10.35,5,"2.05","2.03","0.07","0","0.83",156,19,56,"1",13,NA,45
20115,18,0,10.4,5,"1.95","1.75","0.05","0","1.22",282,14,37,"1",13,NA,45
20115,18,0,10.45,5,"1.3","1.15","0.02","0.03","2.47",82,13,35,"1",13,NA,45
20115,18,0,10.5,5,"0.32","2.22","0","0.32","2.12",48,1,6,"1",13,NA,45
20115,18,0,11,5,"0.15","2.07","0","0","2.77",0,0,11,"0",13,NA,45
20115,18,0,11.05,5,"0.53","1.95","0","0","2.5",62,6,10,"1",13,NA,45
20115,18,0,11.1,5,"0.68","2.3","0","0.18","1.8",23,3,25,"1",13,NA,45
20115,18,0,11.15,5,"1.6","1.4","0.02","0.03","1.9",202,17,33,"1",13,NA,45
20115,18,0,11.2,5,"1.4","1.1","0.05","0","2.43",64,6,55,"1",13,NA,45
20115,18,0,11.25,5,"1.05","1.17","0.05","0.02","2.7",47,5,38,"1",13,NA,45
20115,18,0,11.3,5,"1.13","1.37","0","0.48","2",72,7,43,"1",13,NA,45
20115,18,0,11.35,5,"2.65","0.42","0","0","1.92",47,8,98,"1",13,NA,45
20115,18,0,11.4,5,"1.63","0.75","0","0.12","2.47",46,4,55,"1",13,NA,45
20115,18,0,11.45,5,"2.5","0.65","0","0.03","1.78",118,20,84,"1",13,NA,45
20115,18,0,11.5,5,"1.88","1.37","0","0.38","1.33",206,16,46,"1",13,NA,45
20115,18,0,11.55,5,"1.25","2.12","0","0","1.6",308,5,7,"1",13,NA,45
20115,18,0,12,5,"1.92","1.1","0.15","0","1.8",144,9,52,"1",13,NA,45
20115,18,0,12.05,3.333333333,"1.43","0.92","0.97","0","0",249,8,10,"1",13,NA,45
20115,18,0,17.4,2.833333333,"1.07","0.95","0","0","0.8",99,6,16,"1",13,NA,45
20115,18,0,17.45,5,"1.97","1.53","0.03","0","1.43",105,6,45,"split",13,NA,45
20115,18,0,17.5,5,"1.1","2.65","0.05","0.03","1.13",95,1,10,"1",13,NA,45
20115,18,0,17.55,5,"1.2","2.77","0.02","0","0.97",48,4,43,"1",13,NA,45
20115,18,0,18,5,"2.37","1.92","0","0.02","0.67",213,6,59,"0",13,NA,45
20115,18,0,18.05,5,"0.95","1.65","0","0","2.35",36,5,44,"0",13,NA,45
20115,18,0,18.1,5,"0.95","0.55","0","0.02","3.45",6,1,32,"1",13,NA,45
20115,18,0,18.15,5,"1.7","1.33","0","0","1.93",159,5,33,"0",13,NA,45
20115,18,0,18.2,5,"1.85","1.9","0","0.03","1.18",192,17,50,"split",13,NA,45
20115,18,0,18.25,5,"1.22","2.8","0.03","0","0.92",32,4,31,"0",13,NA,45
20115,18,0,18.3,5,"0.37","3.43","0.18","0","0.98",12,2,11,"0",13,NA,45
20115,18,0,18.35,5,"1.12","2.35","0","0","1.52",52,4,40,"0",13,NA,45
20115,18,0,18.4,5,"1.08","1.9","0","0","2",57,5,43,"0",13,NA,45
20115,18,0,18.45,5,"1.2","1.73","0","0.03","2",157,7,15,"0",13,NA,45
20115,18,0,18.5,5,"2.43","1.18","0.02","0.02","1.32",240,18,54,"0",13,NA,45
20115,18,0,18.55,5,"1.75","1.58","0","0.05","1.58",93,11,40,"0",13,NA,45
20115,18,0,19,5,"1.47","1.58","0","0.02","1.88",45,4,31,"0",13,NA,45
20115,18,0,19.05,5,"2.13","1.83","0","0","1",26,3,26,"0",13,NA,45
20115,18,0,19.1,5,"1.52","1.6","0.02","0.07","1.78",44,4,37,"0",13,NA,45
20115,18,0,19.15,5,"1.97","1.35","0","0.07","1.58",67,12,75,"0",13,NA,45
20115,18,0,19.2,5,"1.68","2.25","0","0.05","0.98",63,6,31,"0",13,NA,45
20115,18,0,19.25,5,"1.65","2.05","0.05","0.07","1.15",43,2,12,"split",13,NA,45
20115,18,0,19.3,5,"0.93","3.38","0.3","0.1","0.23",83,4,24,"0",13,NA,45
20115,18,0,19.35,5,"0.75","3.38","0.22","0","0.63",41,4,8,"0",13,NA,45
20115,18,0,19.4,5,"0.43","2.63","0","0.02","1.9",10,0,16,"0",13,NA,45
20115,18,0,19.45,5,"1.13","2.58","0","0.13","1.12",96,3,15,"0",13,NA,45
20115,18,0,19.5,5,"1.93","1.12","0","0.05","1.88",124,13,41,"split",13,NA,45
20117,18,0,6.2,4.416666667,"1.37","0.38","0.02","0.38","2.23",151,2,6,"1",13,13,15
20117,18,0,6.25,5,"0.48","2.33","0","0","2.13",44,2,4,"1",13,13,15
20117,18,0,6.3,5,"0.55","1.23","0","0.05","3.13",25,3,8,"0",13,13,15
20117,18,0,6.35,5,"0.6","1.4","0.28","0.07","2.6",37,3,3,"split",13,13,15
20117,18,0,6.4,5,"1.27","0.83","0","0","2.87",38,3,28,"1",13,13,15
20117,18,0,6.45,5,"1.02","2.93","0.1","0.03","0.87",20,2,17,"1",13,13,15
