"id","months_age","sex","time","dur_min","meaningful_min","distant_min","tv_min","noise_min","silence_min","AWC","CTC","CVC","cds_ohs","mom_ed","fat_ed","hi"
20053,19,1,14.45,5,"0.57","0.6","0.2","0.15","3.43",157,0,2,"1",16,14,44
20053,19,1,14.5,5,"1.17","0.48","0","0.73","2.58",54,3,45,"1",16,14,44
20053,19,1,14.55,5,"0.28","0.13","0.93","0.02","3.6",38,1,8,"1",16,14,44
20053,19,1,15,5,"0.65","0.6","0.57","0.05","3.1",143,2,5,"0",16,14,44
20053,19,1,15.05,5,"1.62","0.47","0.07","0.07","2.75",293,6,8,"split",16,14,44
20053,19,1,15.1,5,"0.68","0.42","0.07","0.02","3.78",120,2,7,"split",16,14,44
20053,19,1,15.15,5,"1.8","0.53","0","0.13","2.5",165,10,53,"1",16,14,44
20053,19,1,15.2,5,"2.33","0.32","0.05","0.15","2.1",272,21,42,"1",16,14,44
20053,19,1,15.25,5,"1.5","0.53","0","0.53","2.38",82,9,56,"1",16,14,44
20053,19,1,15.3,5,"1.78","0.47","0","0.38","2.33",57,4,68,"1",16,14,44
20053,19,1,15.35,5,"2.05","0.37","0","0.02","2.53",93,15,78,"1",16,14,44
20053,19,1,15.4,5,"2.05","0.8","0.07","0.02","2.03",143,7,62,"1",16,14,44
20053,19,1,15.45,5,"0.28","1.12","1.88","0.02","1.65",46,0,0,"split",16,14,44
20053,19,1,15.5,5,"0.03","0","4.2","0","0.73",2,0,0,"1",16,14,44
20053,19,1,15.55,5,"0.1","0.12","3.2","0.02","1.53",27,0,0,"1",16,14,44
20053,19,1,16,5,"0.68","0.67","0.15","0.5","2.97",99,4,12,"1",16,14,44
20053,19,1,16.05,5,"1.43","0.38","0.7","0","2.45",30,7,49,"1",16,14,44
20053,19,1,16.1,5,"0.57","3.22","0.27","0","0.92",110,3,8,"1",16,14,44
20053,19,1,16.15,5,"0.6","3.38","0.07","0.08","0.82",71,2,12,"1",16,14,44
20053,19,1,16.2,5,"0.75","3.82","0.03","0.1","0.27",60,7,17,"1",16,14,44
20053,19,1,16.25,5,"0.38","3.47","0.15","0.95","0.02",48,2,6,"0",16,14,44
20053,19,1,16.3,5,"0.57","3.4","0.05","0.28","0.67",19,3,15,"1",16,14,44
20053,19,1,16.35,5,"0.88","3.78","0.02","0.2","0.08",43,3,12,"1",16,14,44
20053,19,1,16.4,5,"0.3","3.15","0.32","0.18","1.02",28,1,4,"1",16,14,44
20053,19,1,16.45,5,"0.77","1.3","1.82","0.22","0.83",63,3,20,"1",16,14,44
20053,19,1,16.5,5,"0","0.02","4.97","0","0",0,0,0,"0",16,14,44
20053,19,1,16.55,5,"0","0.07","4.92","0","0",0,0,0,"0",16,14,44
20053,19,1,17,5,"0.17","0.35","0.63","0.47","3.35",33,0,0,"0",16,14,44
20053,19,1,17.05,5,"1.17","0.4","0","0.05","3.33",200,12,15,"1",16,14,44
20053,19,1,17.1,5,"2.9","0.7","0.07","0","1.3",649,4,4,"split",16,14,44
20053,19,1,17.15,5,"2.75","0.12","1.32","0.08","0.7",655,12,14,"split",16,14,44
20053,19,1,17.2,5,"3.2","0.37","0.68","0.03","0.68",686,17,30,"0",16,14,44
20053,19,1,17.25,5,"2.17","1.47","0.7","0","0.63",524,7,7,"0",16,14,44
20053,19,1,17.3,5,"2.43","1.03","0.63","0.27","0.62",522,8,13,"0",16,14,44
20053,19,1,17.35,5,"2.43","0.35","1.7","0","0.47",611,0,0,"0",16,14,44
20053,19,1,17.4,5,"1.9","0.23","2.27","0","0.58",423,1,3,"0",16,14,44
20053,19,1,17.45,5,"1.43","0.2","2.62","0","0.72",287,0,0,"0",16,14,44
20053,19,1,17.5,5,"1.82","0.88","1.37","0","0.9",426,0,0,"0",16,14,44
20053,19,1,17.55,5,"1.42","0.32","2.17","0.07","0.98",308,0,0,"split",16,14,44
20053,19,1,18,5,"1.75","0.15","2.43","0","0.63",372,3,4,"1",16,14,44
20053,19,1,18.05,5,"1.7","0.87","1.07","0","1.33",323,0,0,"split",16,14,44
20053,19,1,18.1,5,"0.6","0.55","3.13","0","0.67",123,1,1,"1",16,14,44
20053,19,1,18.15,5,"2.02","0.62","1.4","0.1","0.83",327,2,12,"0",16,14,44
20053,19,1,18.2,5,"0.93","0.43","2.4","0","1.18",213,0,0,"0",16,14,44
20053,19,1,18.25,5,"1.23","0.4","2.47","0","0.83",269,0,4,"0",16,14,44
20053,19,1,18.3,5,"1.37","0.28","1.85","0.02","1.43",322,1,1,"0",16,14,44
20053,19,1,18.35,5,"0.72","1.37","0.82","0.27","1.78",151,1,4,"split",16,14,44
20053,19,1,18.4,5,"0.97","0.73","0.83","0","2.43",35,5,22,"0",16,14,44
20053,19,1,18.45,5,"0.05","0","4.88","0","0.03",15,0,0,"0",16,14,44
20053,19,1,18.5,5,"1.03","0.23","3.67","0","0.03",162,1,1,"0",16,14,44
20053,19,1,18.55,5,"1.3","1.88","0.32","0.02","1.45",174,5,26,"1",16,14,44
20053,19,1,19,5,"0.73","0.78","0","0","3.45",54,2,25,"split",16,14,44
20053,19,1,19.05,5,"1.58","1.07","0","0.02","2.3",0,0,73,"0",16,14,44
20053,19,1,19.1,5,"0.73","1.23","0","0.02","2.97",0,0,30,"0",16,14,44
20053,19,1,19.15,5,"0.78","1.37","0","0.02","2.82",106,6,14,"1",16,14,44
20053,19,1,19.2,5,"1.07","2.43","0.03","0.18","1.25",25,2,30,"1",16,14,44
20053,19,1,19.25,5,"0.55","3.95","0.07","0.13","0.28",36,4,17,"1",16,14,44
20053,19,1,19.3,5,"1.72","3","0.03","0.12","0.1",59,2,35,"1",16,14,44
20053,19,1,19.35,5,"1.72","2.63","0.02","0","0.58",155,12,36,"1",16,14,44
20053,19,1,19.4,5,"2.7","1.23","0.15","0","0.88",454,12,24,"0",16,14,44
20053,19,1,19.45,5,"2.3","1.97","0.07","0.05","0.58",364,2,7,"0",16,14,44
20053,19,1,19.5,5,"2.28","1.68","0.03","0.13","0.83",297,11,14,"1",16,14,44
20053,19,1,19.55,5,"2.3","0.85","0","0.02","1.8",258,23,49,"split",16,14,44
20053,19,1,20,5,"2.02","1.07","0.03","0.05","1.78",239,15,37,"1",16,14,44
20053,19,1,20.05,5,"1.53","1.45","0","0","2",211,9,26,"0",16,14,44
20053,19,1,20.1,5,"1.62","1.22","0","0.42","1.72",140,12,44,"1",16,14,44
20053,19,1,20.15,5,"1.05","1.72","0","1.3","0.9",153,5,22,"0",16,14,44
20053,19,1,20.2,5,"1.83","1.88","0","0.35","0.9",113,12,60,"0",16,14,44
20053,19,1,20.25,5,"1.02","2.23","0","0.1","1.63",131,9,27,"0",16,14,44
20053,19,1,20.3,5,"1.42","1.92","0","0.25","1.38",127,10,33,"split",16,14,44
20053,19,1,20.35,5,"1.27","1.57","0","1.68","0.45",115,10,43,"0",16,14,44
20056,18,1,7.2,4.7,"1.02","0.63","0.05","0.08","2.87",175,9,17,"1",18,18,61
20056,18,1,7.25,5,"0.92","0.52","0.03","0.02","3.48",118,8,18,"1",18,18,61
20056,18,1,7.3,5,"1.5","0.57","0.03","0.02","2.85",236,12,25,"0",18,18,61
20056,18,1,7.35,5,"1.18","0.88","0.02","0.05","2.82",127,13,31,"split",18,18,61
20056,18,1,7.4,5,"2.22","0.5","0.22","0.03","2",414,8,19,"split",18,18,61
20056,18,1,7.45,5,"3.13","0.4","0.18","0","1.27",682,11,14,"0",18,18,61
20056,18,1,7.5,5,"2.02","1.12","0.15","0","1.68",373,9,14,"0",18,18,61
20056,18,1,7.55,5,"2.13","0.88","0.03","0.05","1.87",441,10,15,"split",18,18,61
20056,18,1,8,5,"2.12","0.9","0.07","0.03","1.85",281,12,31,"split",18,18,61
20056,18,1,8.05,5,"2.97","0.67","0.03","0","1.3",485,24,44,"0",18,18,61
20056,18,1,8.1,5,"2.18","0.62","0.02","0","2.17",273,11,37,"1",18,18,61
20056,18,1,8.15,5,"1.65","0.95","0","0.07","2.32",128,16,58,"1",18,18,61
20056,18,1,8.2,5,"2","0.72","0.05","0.15","2.05",144,11,41,"1",18,18,61
20056,18,1,8.25,5,"1.8","0.28","0","0","2.88",154,17,56,"1",18,18,61
20056,18,1,8.3,5,"1.72","0.65","0.03","0","2.57",221,12,31,"1",18,18,61
20056,18,1,8.35,5,"1.93","0.58","0","0.03","2.42",200,17,41,"1",18,18,61
20056,18,1,8.4,5,"1.58","0.35","0.03","0.07","2.93",243,11,19,"split",18,18,61
20056,18,1,8.45,5,"2.8","0.22","0","0","1.95",521,11,14,"1",18,18,61
20056,18,1,8.5,5,"2.67","0.62","0.07","0.02","1.6",437,14,28,"1",18,18,61
20056,18,1,8.55,5,"0.7","0.98","0.02","0.05","3.23",107,5,17,"1",18,18,61
20056,18,1,9,5,"0.37","0.85","0.05","0","3.7",15,1,19,"0",18,18,61
20056,18,1,9.05,5,"0.47","0.88","0","0","3.62",14,2,21,"1",18,18,61
20056,18,1,9.1,5,"0.55","0.68","0.03","0","3.68",61,2,18,"1",18,18,61
20056,18,1,9.15,5,"0.58","0.62","0.07","0.02","3.67",85,4,15,"1",18,18,61
20056,18,1,9.2,5,"2.05","0.4","0.07","0","2.45",442,9,11,"1",18,18,61
20056,18,1,9.25,5,"2.1","0.52","0.05","0.03","2.25",433,8,10,"1",18,18,61
20056,18,1,9.3,5,"2.15","0.63","0.05","0.02","2.13",443,8,9,"1",18,18,61
20056,18,1,9.35,5,"2.45","0.37","0.03","0.02","2.1",404,18,34,"1",18,18,61
20056,18,1,9.4,5,"1.38","0.57","0.02","0.18","2.83",181,8,17,"1",18,18,61
20056,18,1,9.45,5,"1.95","0.3","0","0.03","2.68",377,18,25,"1",18,18,61
20056,18,1,9.5,5,"2.08","0.9","0.07","0","1.9",374,15,26,"1",18,18,61
20056,18,1,9.55,5,"1.97","1.1","0","0.05","1.85",307,16,36,"split",18,18,61
20056,18,1,10,5,"1.82","1.27","0","0","1.9",321,8,16,"0",18,18,61
20056,18,1,10.05,5,"1.75","1.85","0","0.15","1.22",311,1,3,"0",18,18,61
20056,18,1,10.1,5,"1.07","3.35","0","0.45","0.1",146,3,8,"0",18,18,61
20056,18,1,10.15,5,"0.57","3.2","0","1.15","0.05",120,1,1,"0",18,18,61
20056,18,1,10.2,5,"1.42","1.87","0","0.32","1.35",222,6,15,"0",18,18,61
20056,18,1,10.25,5,"2.8","1.43","0","0","0.75",562,18,34,"0",18,18,61
20056,18,1,10.3,5,"2.38","2.13","0","0.05","0.42",535,6,9,"0",18,18,61
20056,18,1,10.35,5,"1.95","2.02","0","0.05","0.95",425,7,8,"split",18,18,61
20056,18,1,10.4,5,"2.5","1.42","0","0.02","1.03",470,16,26,"0",18,18,61
20056,18,1,10.45,5,"2.48","0.77","0.08","0","1.62",474,11,21,"0",18,18,61
20056,18,1,10.5,5,"2.8","1.35","0.02","0","0.78",566,15,23,"0",18,18,61
20056,18,1,10.55,5,"1.83","1.82","0","0","1.32",375,4,10,"0",18,18,61
20056,18,1,11,5,"1.28","1.98","0","0","1.7",238,2,5,"0",18,18,61
20056,18,1,11.05,5,"0.75","2.83","0.02","0.3","1.07",117,4,16,"split",18,18,61
20056,18,1,11.1,5,"0.12","4.35","0.05","0.35","0.12",12,1,3,"split",18,18,61
20056,18,1,11.15,5,"0.58","2.52","0","0.25","1.6",81,2,14,"1",18,18,61
20056,18,1,11.2,5,"0.9","2.02","0.02","0.1","1.93",170,7,17,"1",18,18,61
20056,18,1,11.25,5,"0.87","3.62","0","0","0.48",136,6,9,"0",18,18,61
20056,18,1,11.3,5,"1.55","3.2","0.02","0","0.18",323,9,9,"0",18,18,61
20056,18,1,11.35,5,"1.38","2.68","0","0.03","0.85",235,4,7,"split",18,18,61
20056,18,1,11.4,5,"2.58","2.3","0.02","0.02","0.05",690,4,5,"0",18,18,61
20056,18,1,11.45,5,"1.63","2.15","0.02","0.2","0.97",347,5,16,"split",18,18,61
20056,18,1,11.5,5,"1.83","1.53","0","0.07","1.53",355,5,10,"split",18,18,61
20056,18,1,11.55,5,"1.02","0.8","0","0.13","3",170,7,16,"1",18,18,61
20056,18,1,12,5,"2.28","0.52","0.13","0.03","2",222,18,59,"1",18,18,61
20056,18,1,12.05,5,"2.1","0.32","0.37","0","2.18",377,15,23,"1",18,18,61
20056,18,1,12.1,5,"1.83","0.55","0.58","0","2",264,17,35,"1",18,18,61
20056,18,1,12.15,5,"1.68","0.65","0.28","0.05","2.3",263,16,36,"split",18,18,61
20056,18,1,12.2,5,"1.95","0.55","0.57","0","1.87",249,21,61,"1",18,18,61
20056,18,1,12.25,5,"1.43","0.73","0.88","0","1.93",195,16,29,"1",18,18,61
20056,18,1,12.3,5,"1.27","0.5","0.73","0","2.47",183,7,22,"split",18,18,61
20056,18,1,12.35,5,"1.72","0.7","0.08","0","2.47",158,19,42,"1",18,18,61
20056,18,1,12.4,5,"1.48","0.57","1.37","0","1.55",168,18,45,"1",18,18,61
20056,18,1,12.45,5,"0.25","1.37","0.4","0","2.95",15,2,11,"split",18,18,61
20056,18,1,12.5,5,"1.35","0.92","0.27","0.02","2.42",232,10,24,"1",18,18,61
20056,18,1,12.55,5,"0.42","0.37","0.6","0","3.58",58,5,12,"split",18,18,61
20056,18,1,13,5,"1.57","0.58","0.03","0.03","2.73",248,12,17,"1",18,18,61
20056,18,1,13.05,4.116666667,"1.12","0.35","0.02","0.02","2.6",140,7,22,"1",18,18,61
20056,18,1,15.35,2.716666667,"1.17","0.47","0","0.07","0.97",139,6,18,"split",18,18,61
20056,18,1,15.4,5,"1.72","0.85","0.03","0","2.35",256,14,26,"1",18,18,61
20056,18,1,15.45,5,"0.88","2.2","0.03","0","1.85",106,4,6,"1",18,18,61
20056,18,1,15.5,5,"1.07","0.6","0.03","0","3.27",244,4,8,"0",18,18,61
20056,18,1,15.55,5,"1.98","1.07","0","0.08","1.83",411,7,15,"0",18,18,61
20056,18,1,16,5,"1.97","0.92","0.03","0.12","1.93",227,18,41,"split",18,18,61
20056,18,1,16.05,5,"1.22","2.92","0","0.02","0.82",122,13,34,"split",18,18,61
20056,18,1,16.1,5,"1.4","1.75","0.02","0.02","1.78",199,7,12,"split",18,18,61
20056,18,1,16.15,5,"2.42","0.47","0.03","0.05","2",254,21,49,"1",18,18,61
20056,18,1,16.2,5,"2.43","0.37","0","0","2.18",312,22,61,"1",18,18,61
20056,18,1,16.25,5,"1.12","1.07","0","0","2.8",179,10,20,"1",18,18,61
20056,18,1,16.3,5,"0.65","1.78","0.03","0.22","2.25",97,3,8,"1",18,18,61
20056,18,1,16.35,5,"1.12","1","0","0.03","2.82",153,3,8,"1",18,18,61
20056,18,1,16.4,5,"0.65","1.33","0","0.05","2.93",115,5,14,"1",18,18,61
20056,18,1,16.45,5,"0.67","1.03","0","0.05","3.23",98,6,15,"1",18,18,61
20056,18,1,16.5,5,"1.77","0.52","0","0","2.7",237,14,31,"1",18,18,61
20056,18,1,16.55,5,"0.93","1.47","0","0.15","2.4",120,8,20,"split",18,18,61
20056,18,1,17,5,"2.67","1.02","0","0.07","1.22",491,13,21,"split",18,18,61
20056,18,1,17.05,5,"2.22","1.23","0.02","0","1.52",486,3,4,"0",18,18,61
20056,18,1,17.1,5,"2.75","1.2","0","0.02","1",613,3,4,"0",18,18,61
20056,18,1,17.15,5,"3.57","0.68","0.02","0","0.7",811,2,2,"0",18,18,61
20056,18,1,17.2,5,"2.68","1.32","0.05","0","0.9",578,7,7,"split",18,18,61
20056,18,1,17.25,5,"2.4","1.82","0","0","0.75",437,7,9,"split",18,18,61
20056,18,1,17.3,5,"1.47","1.62","0.02","0.05","1.82",255,7,15,"split",18,18,61
20056,18,1,17.35,5,"1.12","1.47","0","0.03","2.37",202,5,8,"0",18,18,61
20056,18,1,17.4,5,"1.92","1.88","0","0.03","1.13",362,2,13,"0",18,18,61
20056,18,1,17.45,5,"2.35","2","0","0","0.63",558,9,11,"0",18,18,61
20056,18,1,17.5,5,"2.53","1.53","0","0.13","0.77",543,14,19,"split",18,18,61
20056,18,1,17.55,5,"1.68","1.87","0.1","0.02","1.3",387,5,9,"0",18,18,61
20056,18,1,18,5,"1.9","1.5","0.03","0.03","1.5",403,7,8,"0",18,18,61
20056,18,1,18.05,5,"1.7","1.83","0","0.02","1.42",185,12,33,"split",18,18,61
20056,18,1,18.1,5,"1.3","2.1","0","0","1.57",207,7,9,"split",18,18,61
20056,18,1,18.15,5,"2.75","1.15","0.05","0","1.02",495,13,20,"0",18,18,61
20056,18,1,18.2,5,"2.25","1.75","0","0.03","0.93",396,9,12,"0",18,18,61
20056,18,1,18.25,5,"2.37","1.85","0","0.02","0.72",528,9,11,"0",18,18,61
20056,18,1,18.3,5,"2.1","2","0","0.02","0.85",403,7,12,"0",18,18,61
20071,17,0,7.15,2,"0.78","0.35","0","0.03","0.8",157,1,2,"0",16,14,51.5
20071,17,0,7.2,5,"1.92","1.52","0","0.03","1.52",209,11,19,"split",16,14,51.5
20071,17,0,7.25,5,"0.95","0.87","0.02","0.02","3.12",167,6,15,"1",16,14,51.5
20071,17,0,7.3,5,"0.75","1.65","0.03","0","2.52",86,3,18,"split",16,14,51.5
20071,17,0,7.35,5,"0.85","1.32","0","0.02","2.78",123,6,18,"1",16,14,51.5
20071,17,0,7.4,5,"1.7","1.3","0","0.03","1.92",346,3,4,"1",16,14,51.5
20071,17,0,7.45,5,"2","1","0","0.03","1.93",313,7,10,"0",16,14,51.5
20071,17,0,7.5,5,"0.82","0.63","0","0","3.52",141,6,9,"1",16,14,51.5
20071,17,0,7.55,5,"2.52","1.7","0","0.05","0.7",411,19,42,"0",16,14,51.5
20071,17,0,8,5,"1.37","2.07","0","0.03","1.5",314,2,2,"1",16,14,51.5
20071,17,0,8.05,5,"0.78","3.05","0","0.12","1.02",177,3,5,"1",16,14,51.5
20071,17,0,8.1,5,"1.43","2.07","0","0.17","1.3",224,10,23,"split",16,14,51.5
20071,17,0,8.15,5,"1.28","1.67","0","0.18","1.85",118,4,14,"0",16,14,51.5
20071,17,0,8.2,5,"1.45","2.68","0","0.3","0.53",284,5,12,"0",16,14,51.5
20071,17,0,8.25,5,"2.75","1.63","0.02","0","0.55",697,3,4,"0",16,14,51.5
20071,17,0,8.3,5,"1.58","2.13","0.1","0.67","0.47",379,3,5,"split",16,14,51.5
20071,17,0,8.35,5,"2","2.25","0.07","0.05","0.6",234,12,27,"1",16,14,51.5
20071,17,0,8.4,5,"1.45","0.63","0","0.2","2.68",232,10,20,"1",16,14,51.5
20071,17,0,8.45,5,"1.53","0.65","0","0.15","2.62",189,6,24,"1",16,14,51.5
20071,17,0,8.5,5,"0.75","0.85","0","0.28","3.07",116,3,9,"0",16,14,51.5
20071,17,0,8.55,5,"1.3","1.32","0.02","0.55","1.78",143,5,27,"1",16,14,51.5
20071,17,0,9,5,"2","1.42","0","0.03","1.52",221,4,29,"0",16,14,51.5
20071,17,0,9.05,5,"1.02","3.5","0","0.02","0.43",55,2,8,"0",16,14,51.5
20071,17,0,9.1,5,"1.9","2.97","0","0","0.1",178,9,24,"split",16,14,51.5
20071,17,0,9.15,5,"0.27","3.82","0.83","0.02","0.02",42,1,3,"1",16,14,51.5
20071,17,0,9.2,5,"0.75","3.37","0","0.83","0.02",178,3,6,"split",16,14,51.5
20071,17,0,9.25,5,"0.28","0.6","0","2.85","1.23",8,1,2,"0",16,14,51.5
20071,17,0,9.3,5,"1.62","2.07","0.15","0.43","0.7",81,5,17,"split",16,14,51.5
20071,17,0,9.35,5,"0.45","0.58","3.83","0","0.1",58,2,3,"0",16,14,51.5
20071,17,0,9.4,5,"0.88","1.17","2.63","0","0.28",130,5,8,"split",16,14,51.5
20071,17,0,9.45,5,"1.55","2.53","0","0.08","0.8",248,1,6,"0",16,14,51.5
20071,17,0,9.5,5,"2.13","1.37","0","0","1.48",325,5,11,"0",16,14,51.5
20071,17,0,9.55,5,"2.53","1.55","0","0","0.88",418,7,20,"0",16,14,51.5
20071,17,0,10,5,"2.48","1.4","0.02","0.07","1",494,12,19,"split",16,14,51.5
20071,17,0,10.05,5,"0.78","2.05","0","0","2.12",173,7,8,"1",16,14,51.5
20071,17,0,10.1,5,"0.72","1.55","0","1.42","1.28",100,2,7,"1",16,14,51.5
20071,17,0,10.15,5,"0.48","1.25","0","0.43","2.8",67,0,9,"1",16,14,51.5
20071,17,0,10.2,5,"1.37","1.78","0","0.08","1.73",185,3,17,"1",16,14,51.5
20071,17,0,10.25,5,"1.23","1.48","0","0.12","2.12",97,2,5,"1",16,14,51.5
20071,17,0,10.3,5,"1.23","1.42","0","0.1","2.22",87,1,7,"1",16,14,51.5
20071,17,0,10.35,5,"1.03","1.88","0","0.22","1.83",122,2,18,"1",16,14,51.5
20071,17,0,10.4,5,"1.48","1.3","0","0.15","2.03",193,8,29,"0",16,14,51.5
20071,17,0,10.45,5,"0.75","1.58","0","0.68","1.95",87,2,7,"split",16,14,51.5
20071,17,0,10.5,5,"0.67","3.52","0","0.22","0.57",46,3,11,"0",16,14,51.5
20071,17,0,10.55,5,"0.48","1.17","0","0.08","3.25",28,2,11,"1",16,14,51.5
20071,17,0,11,5,"0.67","1.08","0","0.23","2.98",107,7,13,"0",16,14,51.5
20071,17,0,11.05,4.333333333,"1.63","0.72","0","0.43","1.52",148,0,7,"1",16,14,51.5
20071,17,0,12.25,3.5,"1.43","0.93","0","0","1.12",302,9,14,"0",16,14,51.5
20071,17,0,12.3,5,"1.43","1.38","0.03","0","2.13",248,6,22,"0",16,14,51.5
20071,17,0,12.35,5,"1.55","2","0.08","0.02","1.3",277,5,11,"1",16,14,51.5
20071,17,0,12.4,5,"1.27","1.87","0.02","0.13","1.68",298,2,3,"1",16,14,51.5
20071,17,0,12.45,5,"2.45","1.93","0","0.05","0.55",592,1,1,"0",16,14,51.5
20071,17,0,12.5,5,"1.83","2.2","0","0.13","0.8",352,10,14,"split",16,14,51.5
20071,17,0,12.55,5,"1.37","2.15","0","0.13","1.32",168,6,13,"1",16,14,51.5
20071,17,0,13,5,"1.95","1.47","0.05","0.03","1.47",291,13,32,"split",16,14,51.5
20071,17,0,13.05,5,"2","1.03","0","0.12","1.8",234,14,33,"1",16,14,51.5
20071,17,0,13.1,5,"1.98","1","0.03","0","1.95",142,8,61,"0",16,14,51.5
20071,17,0,13.15,5,"1.8","1.55","0","0","1.63",253,3,20,"split",16,14,51.5
20071,17,0,13.2,5,"1.32","2.63","0.02","0.07","0.93",148,6,23,"0",16,14,51.5
20071,17,0,13.25,5,"0.93","3.72","0.08","0","0.22",98,6,14,"0",16,14,51.5
20071,17,0,13.3,5,"0.18","4.08","0","0.12","0.6",40,0,3,"1",16,14,51.5
20071,17,0,13.35,5,"0.1","4.05","0","0.28","0.53",11,0,0,"0",16,14,51.5
20071,17,0,13.4,5,"0.35","4.03","0","0.28","0.3",6,1,3,"0",16,14,51.5
20071,17,0,13.45,5,"0.1","4.28","0","0.12","0.48",3,0,0,"0",16,14,51.5
20071,17,0,13.5,5,"0.05","4.62","0","0.1","0.2",18,0,1,"0",16,14,51.5
20071,17,0,13.55,5,"0.2","3.93","0","0.37","0.47",25,0,4,"1",16,14,51.5
20071,17,0,14,5,"0.2","4.63","0","0.03","0.08",7,0,3,"1",16,14,51.5
20071,17,0,14.05,5,"0","4.1","0","0.48","0.38",0,0,0,"0",16,14,51.5
20071,17,0,14.1,5,"0.03","4.03","0","0.28","0.62",0,0,0,"0",16,14,51.5
20071,17,0,14.15,5,"0.13","4.02","0","0.62","0.2",0,0,1,"0",16,14,51.5
20071,17,0,14.2,5,"0.03","3.23","0","1.38","0.33",0,0,0,"0",16,14,51.5
20071,17,0,14.25,5,"0.28","4.47","0","0.07","0.15",52,1,1,"0",16,14,51.5
20071,17,0,14.3,5,"0.57","4.32","0.02","0.02","0.03",83,2,10,"0",16,14,51.5
20071,17,0,14.35,5,"2.27","1.45","0","0.25","1",310,7,15,"0",16,14,51.5
20071,17,0,14.4,5,"2.25","1.63","0","0.08","1",479,1,2,"0",16,14,51.5
20071,17,0,14.45,5,"2.85","1.83","0","0","0.3",537,7,11,"0",16,14,51.5
20071,17,0,14.5,5,"2.02","2.8","0","0","0.15",448,6,7,"0",16,14,51.5
20071,17,0,14.55,5,"0.72","0.63","3.38","0","0.22",145,3,4,"1",16,14,51.5
20071,17,0,15,5,"0.22","0.65","3.75","0","0.35",42,2,4,"1",16,14,51.5
20071,17,0,15.05,5,"0.2","4.78","0","0","0",51,1,1,"1",16,14,51.5
20071,17,0,15.1,5,"0.45","4.38","0","0.13","0",116,3,4,"split",16,14,51.5
20071,17,0,15.15,5,"0.33","4.57","0","0","0.08",48,1,2,"1",16,14,51.5
20071,17,0,15.2,5,"0.43","4.53","0","0","0",85,1,1,"1",16,14,51.5
20071,17,0,15.25,5,"0.15","4.53","0.03","0.1","0.15",28,1,5,"1",16,14,51.5
20071,17,0,15.3,5,"0.52","3.02","0.03","0.05","1.37",87,7,15,"1",16,14,51.5
20071,17,0,15.35,5,"0.47","2.87","0.05","0.63","0.93",94,4,6,"1",16,14,51.5
20071,17,0,15.4,5,"2.35","2.33","0","0","0.3",521,11,17,"split",16,14,51.5
20071,17,0,15.45,5,"0.75","3.75","0","0.03","0.43",115,5,12,"0",16,14,51.5
20071,17,0,15.5,5,"0.98","3.03","0","0.07","0.88",216,2,7,"split",16,14,51.5
20071,17,0,15.55,5,"0.63","3.13","0","0.02","1.18",168,3,4,"split",16,14,51.5
20071,17,0,16,5,"0.87","2.98","0","0","1.13",212,1,8,"0",16,14,51.5
20071,17,0,16.05,5,"0.5","1.83","2.62","0","0.02",119,0,6,"0",16,14,51.5
20071,17,0,16.1,5,"0.22","0.27","4.05","0","0.43",21,3,8,"1",16,14,51.5
20071,17,0,16.15,5,"1.45","2.1","0","0.32","1.1",294,6,16,"split",16,14,51.5
20071,17,0,16.2,5,"1.77","2.98","0","0","0.22",383,3,6,"0",16,14,51.5
20071,17,0,16.25,5,"1.53","3.23","0","0","0.22",268,6,10,"0",16,14,51.5
20071,17,0,16.3,5,"1.93","2.28","0","0","0.75",319,13,30,"0",16,14,51.5
20071,17,0,16.35,5,"0.93","1.88","0","0.08","2.05",193,1,3,"split",16,14,51.5
20071,17,0,16.4,5,"0.18","0.65","0","0.07","4.08",20,1,1,"0",16,14,51.5
20071,17,0,16.45,5,"1.3","1.05","0","0.28","2.33",99,4,17,"1",16,14,51.5
20071,17,0,16.5,5,"1.5","1.9","0","0.33","1.23",140,8,29,"1",16,14,51.5
20071,17,0,16.55,5,"2.2","1.63","0.03","0.27","0.85",286,10,29,"1",16,14,51.5
20071,17,0,17,5,"1.77","2.47","0.02","0.05","0.65",263,12,28,"0",16,14,51.5
20071,17,0,17.05,5,"1.88","1.88","0","0.07","1.13",314,6,16,"0",16,14,51.5
20071,17,0,17.1,5,"1.48","2.15","0.1","0","1.22",188,8,15,"0",16,14,51.5
20071,17,0,17.15,5,"2.28","1.9","0.15","0.02","0.63",348,7,14,"1",16,14,51.5
20071,17,0,17.2,5,"1.87","2.32","0.02","0.07","0.68",203,14,42,"1",16,14,51.5
20071,17,0,17.25,5,"2.18","1.87","0","0.15","0.78",210,18,46,"0",16,14,51.5
20071,17,0,17.3,5,"1.4","1.47","0","0.08","2",174,10,22,"0",16,14,51.5
20071,17,0,17.35,5,"0.95","2.3","0","0.13","1.58",138,0,2,"0",16,14,51.5
20071,17,0,17.4,5,"0.9","1.63","0","0.03","2.4",37,3,25,"0",16,14,51.5
20071,17,0,17.45,5,"1.17","0.78","0","0.1","2.9",78,3,22,"split",16,14,51.5
20071,17,0,17.5,5,"2.73","1.22","0","0","1",496,8,14,"0",16,14,51.5
20071,17,0,17.55,5,"1.25","0.62","0","0.33","2.77",119,2,8,"1",16,14,51.5
